term	valence	arousal	dominance
magic wand	0.794	0.102	0.290
magnifying glass	0.104	0.138	0.148
magnum opus	0.226	0.180	0.170
mahi mahi	0.020	-0.180	-0.204
maiden name	-0.052	-0.386	0.200
mail box	0.096	-0.272	0.064
mail order	0.034	-0.270	-0.036
mailing address	0.064	-0.104	-0.196
mailing list	0.000	-0.074	0.200
main character	0.172	0.262	-0.020
main concern	-0.218	0.136	0.334
main course	0.414	0.152	0.548
main line	0.034	0.078	0.134
main man	0.586	0.140	0.400
main problem	-0.678	0.088	-0.230
main reason	0.200	0.016	0.178
main road	-0.034	-0.034	0.066
main source	0.370	-0.170	0.654
main stage	0.218	0.104	0.322
main street	-0.052	0.030	0.286
main thing	0.534	0.016	0.104
mainland china	-0.068	0.016	0.162
maintenance man	0.310	-0.016	0.428
major in	0.166	0.092	0.156
major key	0.500	0.042	0.100
major league	0.414	0.266	0.388
majority leader	0.388	0.312	0.750
majority rule	0.000	0.162	0.482
make amends	0.226	-0.046	0.134
make believe	0.300	-0.016	0.096
make clear	0.290	0.000	0.266
make contact	0.300	0.246	0.576
make do	-0.206	-0.248	0.052
make for	0.266	-0.074	-0.072
make friends	0.806	0.180	0.242
make fun	0.116	0.130	0.276
make good	0.738	0.016	0.428
make happy	0.900	-0.068	0.260
make him	0.116	-0.106	0.186
make history	0.366	0.066	0.234
make into	0.026	0.162	-0.034
make it	0.466	0.046	0.200
make like	0.000	-0.212	0.034
make love	0.600	-0.214	0.176
make mine	0.334	-0.242	0.142
make money	0.624	0.172	0.306
make much	0.388	0.140	0.000
make noise	-0.428	0.396	-0.100
make of	-0.090	-0.166	0.000
make off	-0.286	-0.062	-0.130
make out	0.066	0.030	-0.258
make over	0.162	0.110	-0.074
make peace	0.334	-0.218	0.286
make profit	0.310	0.212	0.656
make progress	0.666	0.070	0.258
make room	0.064	-0.220	-0.032
make sense	0.548	-0.132	0.218
make sure	0.482	-0.132	0.408
make time	0.222	0.104	0.000
make up	0.036	0.000	-0.172
make use	0.642	0.064	0.130
make way	0.234	-0.032	0.032
make with	0.244	-0.074	0.100
makeup artist	0.434	0.126	0.242
making fun	0.300	0.234	0.034
making love	0.572	0.310	0.464
making waves	0.112	0.300	0.242
makings of	-0.034	-0.042	0.000
male character	0.100	-0.142	0.258
mama bear	0.066	0.076	0.000
mama mia	-0.166	-0.080	-0.186
man alive	0.334	0.224	0.186
man bun	-0.064	0.030	-0.444
man cave	0.066	-0.034	0.206
man child	-0.110	0.114	-0.256
man down	-0.500	-0.046	-0.436
man enough	0.186	-0.032	0.100
man up	0.068	0.140	0.000
manage to	-0.220	0.054	0.036
management company	0.466	0.196	0.228
manifest destiny	-0.130	0.260	0.532
manual labor	-0.344	-0.034	0.068
manual transmission	0.156	0.146	0.206
many a	0.138	-0.174	0.160
many thanks	0.594	-0.034	0.500
map on	-0.064	-0.052	0.096
map out	-0.134	-0.242	-0.156
maple leaf	0.034	-0.344	0.000
maple syrup	-0.038	-0.218	-0.226
march madness	-0.282	0.286	-0.156
march on	0.192	0.254	0.066
marching band	0.188	0.314	0.066
marching orders	-0.162	0.384	0.200
mardi gras	0.062	0.158	0.134
margin call	-0.200	0.140	0.068
marinara sauce	0.154	-0.184	0.076
marine corps	0.064	0.278	0.482
marine life	0.334	-0.048	0.200
mark as	0.096	-0.136	-0.112
mark up	-0.178	-0.112	-0.068
market cap	0.000	0.214	0.130
market economy	0.250	0.222	0.380
market forces	0.162	0.230	0.242
market maker	0.226	0.322	0.538
market place	0.290	0.042	0.172
market price	0.282	-0.124	0.366
market research	0.266	0.258	0.380
market share	0.234	0.246	0.134
market value	0.234	0.196	0.206
married couple	0.642	0.166	0.386
married man	0.400	-0.068	0.310
married woman	0.536	-0.118	0.162
marry me	0.434	0.026	0.260
martial artist	0.300	0.622	0.344
martial arts	0.066	0.368	0.214
martial law	-0.200	0.308	0.172
mash up	-0.034	0.000	0.322
mashed potato	0.034	-0.084	-0.206
mashed potatoes	0.032	-0.096	-0.114
mask out	-0.392	-0.078	-0.276
mason jar	-0.034	-0.178	-0.130
mass destruction	-0.428	0.422	0.242
mass extinction	-0.258	0.408	0.172
mass grave	-0.258	0.016	-0.112
mass hysteria	-0.482	0.390	0.068
mass market	0.192	0.052	0.034
mass media	0.064	0.124	0.222
mass murder	-0.806	0.524	-0.104
mass murderer	-0.758	0.508	-0.178
mass production	0.344	0.300	0.380
mass transit	-0.320	0.126	0.138
massage therapist	0.206	-0.142	0.222
masses of	0.368	-0.084	0.000
master bedroom	0.258	0.144	0.366
master class	0.388	0.136	0.572
master plan	0.250	-0.138	0.414
master's degree	0.548	0.066	0.434
match against	-0.162	0.266	0.310
match day	0.250	0.016	0.258
match fixing	0.034	0.348	0.134
match play	0.266	0.032	-0.112
match up	0.242	0.056	0.226
match with	0.234	-0.120	0.104
maternity leave	0.500	-0.130	-0.032
math teacher	0.070	-0.048	0.434
matter to	-0.076	-0.074	0.066
max out	-0.034	-0.150	0.300
may day	-0.034	0.058	-0.096
may well	0.300	-0.132	0.148
me neither	-0.300	-0.282	-0.334
me thinks	-0.034	-0.302	0.310
me three	-0.032	-0.132	-0.134
me time	0.098	-0.216	-0.138
me too	0.072	-0.124	-0.066
mea culpa	-0.242	-0.162	-0.388
meal plan	0.100	-0.160	0.000
mean business	0.100	0.214	0.476
mean spirited	-0.428	0.204	0.206
mean well	0.572	-0.296	-0.346
meant for	0.064	-0.112	0.034
meant to	0.134	-0.190	0.068
measure up	0.300	0.080	0.108
measuring cup	0.114	-0.314	-0.246
measuring stick	-0.064	0.200	0.000
measuring tape	-0.326	-0.440	-0.346
meat grinder	-0.242	0.130	0.192
meat loaf	-0.120	0.026	-0.370
mechanical engineer	0.444	0.136	0.536
mechanical engineering	0.156	0.058	0.448
med school	0.000	0.014	0.206
media company	0.396	0.246	0.566
medical advice	0.414	0.206	0.100
medical aid	-0.062	0.150	0.234
medical bill	-0.300	0.092	0.166
medical care	0.444	-0.076	0.382
medical center	0.444	-0.056	0.452
medical condition	-0.188	0.178	0.036
medical history	0.072	0.110	0.334
medical officer	-0.034	0.258	0.084
medical procedure	0.068	0.138	0.226
medical school	0.464	0.080	0.068
medical science	0.286	0.048	0.286
medical student	0.420	0.062	0.022
medical treatment	-0.034	0.172	0.266
medicine ball	-0.194	0.044	0.000
meditate on	0.296	-0.184	0.104
medium rare	-0.096	-0.208	0.134
medium size	-0.068	-0.174	-0.034
medium term	-0.130	-0.178	-0.104
meet up	0.300	0.174	0.200
meet with	0.290	0.074	0.206
melt away	0.000	-0.096	-0.394
melt down	-0.372	-0.086	-0.354
melt into	0.000	-0.032	-0.062
melted cheese	0.080	-0.214	0.000
melting pot	-0.068	-0.108	-0.172
membership card	0.250	0.016	0.438
memorial day	0.214	0.000	0.448
memorial service	-0.134	0.000	0.214
memory card	0.380	-0.044	-0.186
memory lane	0.100	-0.048	0.200
memory loss	-0.646	0.244	-0.646
menstrual cycle	-0.066	0.250	-0.034
mental block	-0.666	0.042	-0.344
mental breakdown	-0.800	0.264	-0.094
mental disorder	-0.892	0.204	-0.428
mental energy	0.178	0.286	0.258
mental health	-0.296	0.148	-0.096
mental hospital	-0.700	0.124	-0.064
mental illness	-0.992	0.208	-0.690
mental image	-0.344	-0.162	-0.234
mental institution	-0.392	0.432	-0.214
mental note	-0.172	0.032	-0.172
mental state	-0.300	-0.032	-0.428
mentally ill	-0.758	-0.030	-0.518
meow meow	-0.148	-0.076	-0.172
mess around	-0.200	0.032	-0.416
mess up	-0.420	0.166	-0.434
mess with	-0.766	0.236	-0.484
message board	0.200	-0.036	0.134
messed up	-0.734	0.304	-0.316
messing up	-0.612	-0.046	-0.400
metal detector	-0.162	0.334	0.116
meteor shower	0.310	0.308	0.258
meth lab	-0.316	0.064	0.000
metric system	-0.034	0.022	0.186
metropolitan area	0.296	0.366	0.576
michelin star	0.322	0.246	0.234
mickey mouse	0.420	0.044	0.100
middle age	-0.134	-0.196	-0.100
middle aged	-0.178	-0.212	-0.200
middle class	0.108	-0.226	0.000
middle finger	-0.484	0.106	-0.226
middle ground	0.036	-0.272	-0.034
middle management	0.038	-0.092	0.380
middle name	0.134	-0.164	-0.194
middle school	-0.200	-0.158	-0.138
midlife crisis	-0.380	0.196	-0.270
midnight snack	0.312	-0.112	-0.074
midterm elections	-0.068	0.038	0.142
miles away	0.100	0.218	0.150
military action	-0.296	0.554	0.334
military force	0.000	0.484	0.310
military personnel	0.276	0.400	0.408
military service	0.034	0.386	0.572
milk carton	0.166	-0.014	-0.142
milk crate	0.166	-0.320	0.000
milk it	0.286	-0.370	-0.400
milk out	0.034	-0.064	-0.300
milky way	0.556	-0.016	0.222
mind blowing	0.562	0.374	0.400
mind boggling	-0.500	0.296	0.184
mind control	0.066	0.164	0.172
mind games	-0.186	0.246	0.044
mind numbing	0.000	0.016	-0.034
mind out	-0.420	-0.210	-0.388
mind reader	0.334	0.044	-0.068
mind reading	0.096	0.312	0.366
mind set	0.104	0.016	0.310
mind you	0.000	0.034	0.148
mingle with	0.516	-0.064	-0.100
mini fridge	0.100	-0.288	-0.138
mini skirt	-0.108	-0.052	-0.094
mini van	-0.094	-0.014	-0.074
minimum wage	-0.242	-0.082	-0.392
minister to	-0.032	-0.016	0.276
minor in	-0.074	-0.164	-0.148
minor league	-0.024	-0.052	0.158
minority government	0.116	0.108	0.666
minority group	0.036	0.046	0.000
minority leader	0.200	0.186	0.034
minority report	-0.162	0.196	0.094
mint chocolate	0.482	-0.334	0.000
mint condition	0.260	-0.112	0.270
mint tea	0.434	-0.464	0.000
miracle worker	0.484	0.154	0.548
mirror image	0.108	0.000	0.100
miso soup	-0.138	-0.262	-0.138
miss out	-0.666	-0.088	-0.344
miss you	0.032	-0.246	-0.452
missing link	-0.552	-0.018	-0.276
missing person	-0.620	0.000	-0.466
mission statement	0.142	0.216	0.300
mistake for	-0.548	-0.094	-0.742
mix in	0.034	0.032	0.000
mix to	-0.210	-0.050	-0.032
mix up	-0.300	-0.016	-0.162
mixed bag	-0.134	-0.060	0.038
mixed doubles	0.034	0.100	0.032
mixed drink	0.032	0.064	-0.100
mixed feelings	-0.120	0.274	-0.300
mixed race	-0.160	0.166	0.034
mixed up	-0.548	0.000	0.074
mob rule	-0.444	0.202	0.300
mobile device	0.186	-0.080	0.032
mobile home	0.000	-0.028	-0.120
mobile number	0.100	-0.224	0.096
mobile phone	0.148	0.196	0.000
model on	-0.076	-0.112	0.000
moderate anticipation	0.334	-0.098	0.148
moderate disgust	-0.542	0.116	-0.238
moderate negative	-0.646	0.000	-0.388
moderate positive	0.792	-0.094	0.506
moderate surprise	0.552	0.326	0.274
moderate trust	0.354	-0.300	0.546
modern era	0.266	-0.016	0.066
modern times	0.218	0.100	0.222
modern world	0.188	0.062	0.300
modus operandi	-0.096	0.238	0.266
molecular biology	-0.066	0.162	0.104
monetary system	0.258	-0.074	0.484
monetary value	0.066	0.324	0.334
money back	-0.074	-0.062	-0.066
money hungry	-0.552	0.462	-0.108
money laundering	-0.142	0.090	0.138
money machine	0.376	0.324	0.310
money maker	0.322	0.218	0.200
money pit	-0.108	-0.080	0.036
money supply	0.344	0.076	0.596
money talks	0.300	0.174	0.536
money tree	0.516	0.000	0.112
money's worth	0.420	0.028	0.466
monopoly money	-0.222	0.132	0.192
monsoon season	0.000	0.014	0.384
monster truck	-0.108	0.028	0.226
month old	0.000	-0.296	-0.226
moon landing	0.420	0.096	0.448
moon on	0.234	-0.212	0.034
moot point	-0.282	-0.318	-0.310
moral compass	0.166	0.046	0.344
moral imperative	0.100	0.188	0.066
moral obligation	-0.034	0.174	0.172
moral support	0.158	0.048	0.206
moral victory	0.592	0.286	0.214
more equal	0.222	-0.032	0.000
more like	0.156	0.014	0.206
more precisely	0.424	0.080	0.222
more so	0.000	0.000	-0.108
more than	0.192	-0.148	0.200
morning after	0.186	-0.060	-0.122
morning glory	0.354	0.246	0.310
morning person	0.420	-0.032	0.234
morning shift	0.214	0.040	-0.034
morning sickness	-0.482	0.120	-0.138
morning star	0.784	-0.188	0.438
morning time	0.562	-0.188	0.038
morse code	-0.266	-0.064	-0.172
mortality rate	-0.516	0.148	0.358
mosh pit	-0.138	0.194	-0.142
mosquito bite	-0.534	-0.088	-0.444
most certainly	0.534	0.032	0.414
most especially	0.420	0.172	0.276
most importantly	0.534	0.250	0.678
most likely	0.656	-0.084	0.414
mother earth	0.690	-0.016	0.370
mother nature	0.734	-0.108	0.566
mother tongue	0.466	0.016	0.512
mother's day	0.766	-0.216	0.166
motion picture	-0.062	0.116	-0.034
motion sickness	-0.572	0.062	-0.262
motor city	-0.076	0.202	0.068
motor oil	0.154	-0.104	-0.138
motor vehicle	0.242	0.194	0.194
mount everest	0.366	0.190	0.310
mountain bike	0.072	0.214	0.334
mountain biking	0.322	0.318	0.242
mountain dew	0.034	-0.014	0.138
mountain lion	-0.100	0.242	0.344
mountain time	0.134	-0.220	0.068
mouse pad	0.164	-0.312	-0.194
mouth off	-0.612	0.130	-0.428
mouth water	0.484	-0.106	-0.066
mouth watering	0.200	0.048	-0.034
move about	-0.214	0.016	0.068
move ahead	0.560	0.184	0.442
move along	-0.104	0.142	-0.410
move around	0.260	0.102	0.000
move away	-0.066	0.000	-0.100
move back	-0.282	-0.098	-0.206
move down	-0.562	-0.070	0.000
move forward	0.300	0.088	0.162
move in	0.672	0.016	0.000
move into	0.038	0.012	0.000
move it	0.316	0.226	0.204
move off	-0.124	-0.126	-0.178
move on	0.334	-0.116	0.036
move out	-0.500	0.172	-0.130
move over	-0.138	-0.016	-0.206
move towards	0.204	0.076	0.344
move up	0.372	0.102	-0.068
movie star	0.634	0.228	0.500
movie theater	0.310	0.104	0.172
movie theatre	0.380	0.108	0.474
moving away	-0.154	0.120	-0.032
moving company	0.172	0.306	0.428
moving forward	0.322	0.234	0.434
moving in	0.286	0.154	0.194
moving on	0.286	0.218	0.438
moving up	0.420	0.196	0.260
much as	0.142	-0.102	0.100
much less	-0.600	-0.226	-0.354
much obliged	0.266	-0.122	-0.034
mug shot	-0.466	0.090	0.000
mulled wine	-0.306	0.032	-0.200
multiple choice	0.100	0.224	0.192
multiple sclerosis	-0.545	0.226	-0.075
mumbo jumbo	-0.418	0.068	-0.366
murder charge	-0.678	0.576	0.000
murder mystery	-0.534	0.686	-0.230
muscle in	-0.266	-0.052	0.400
muscle memory	0.234	0.078	0.354
music box	0.548	-0.164	0.000
music genre	0.322	0.000	0.108
music group	0.400	0.148	0.112
music hall	0.166	-0.132	0.112
music video	0.548	-0.016	0.100
musical chairs	0.310	0.030	-0.178
musical instrument	0.448	0.318	0.214
musical instruments	0.448	0.152	0.250
musical theater	0.566	0.052	0.100
must read	0.200	-0.110	0.234
mustard seed	0.032	-0.058	-0.266
muster up	0.068	0.284	0.066
mute button	-0.310	-0.412	0.018
mutual aid	0.214	-0.050	0.300
mutual friend	0.468	-0.114	0.300
mutual fund	0.388	-0.116	0.186
mutually beneficial	0.594	0.162	0.370
mutually exclusive	0.100	0.162	0.174
my bad	-0.700	0.032	-0.334
my eye	0.034	-0.132	0.060
my foot	-0.142	-0.242	-0.214
my goodness	0.612	-0.136	0.308
my my	0.172	-0.302	-0.154
my pleasure	0.700	-0.214	0.108
my self	0.034	-0.182	0.088
my word	0.234	-0.310	0.036
nacho cheese	-0.156	-0.350	-0.034
nail biter	-0.500	-0.032	-0.420
nail down	-0.230	-0.142	-0.074
nail gun	-0.244	0.612	0.148
nail it	0.300	-0.016	0.000
nail polish	0.266	-0.272	-0.172
nail salon	-0.068	-0.110	-0.080
nail set	-0.022	-0.270	-0.072
naked eye	-0.334	-0.104	-0.334
name after	0.034	-0.130	-0.148
name brand	0.448	0.016	-0.048
name calling	-0.266	0.192	-0.142
name change	-0.266	-0.072	0.088
name dropping	-0.242	0.000	0.100
name for	-0.096	-0.118	-0.276
name names	0.000	-0.034	0.000
name tag	0.034	-0.142	0.074
name up	0.000	-0.032	-0.100
named after	-0.034	-0.154	0.032
nanny state	-0.138	0.000	-0.154
narcissistic personality	-0.516	0.218	0.000
narrow down	-0.380	0.084	-0.130
narrow minded	-0.538	0.152	-0.346
nasal spray	-0.292	-0.150	-0.434
nation state	0.290	0.236	0.608
national anthem	0.500	0.014	0.690
national bank	0.032	0.000	0.166
national debt	-0.226	0.060	-0.034
national flag	0.360	0.028	0.548
national guard	0.226	0.246	0.500
national holiday	0.800	-0.106	0.500
national league	0.266	0.396	0.366
national park	0.792	-0.160	0.172
national security	0.322	0.366	0.600
national team	0.420	0.084	0.620
national treasure	0.548	0.154	0.414
native land	0.322	-0.230	0.242
native language	0.536	-0.014	0.200
natural disaster	-0.766	0.242	-0.484
natural gas	0.221	-0.255	-0.088
natural history	0.406	-0.214	0.242
natural law	0.220	0.084	0.482
natural order	0.500	-0.200	0.516
natural resources	0.552	0.200	0.000
natural selection	0.266	-0.044	0.420
naturally occurring	0.518	-0.016	0.414
navy blue	0.034	-0.188	0.038
navy seal	0.232	0.172	0.258
nazi party	-0.388	0.198	0.134
near by	0.130	-0.078	0.000
near to	0.414	-0.204	-0.178
necessary evil	-0.572	0.250	-0.344
need be	0.066	-0.076	0.000
need help	-0.266	-0.156	-0.322
need to	0.162	-0.046	-0.138
negative feedback	-0.666	0.060	-0.534
neon sign	-0.034	-0.110	0.000
nerd out	-0.266	0.000	-0.194
nerve racking	-0.592	0.376	-0.260
nerve wracking	-0.552	0.370	-0.230
nerve wrecking	-0.620	0.396	-0.344
nervous breakdown	-0.844	0.862	-0.484
nervous system	-0.162	0.462	0.104
nervous wreck	-0.666	0.984	-0.400
net income	0.344	-0.158	0.134
net worth	0.100	-0.034	0.358
neural network	-0.032	0.162	0.072
neutral zone	0.310	-0.210	0.074
never again	-0.604	-0.130	-0.464
never mind	-0.518	-0.190	-0.322
new age	0.427	0.085	0.296
new blood	0.066	0.318	-0.032
new born	0.866	0.038	0.148
new deal	0.500	-0.030	0.234
new edition	0.266	-0.100	0.276
new england	0.400	-0.096	0.138
new era	0.096	-0.238	-0.052
new face	0.334	-0.238	0.154
new generation	0.258	0.164	0.286
new girl	0.242	-0.034	0.166
new ideas	0.482	0.190	0.240
new information	0.482	0.062	0.266
new look	0.414	0.060	0.242
new man	0.420	-0.030	0.178
new math	0.034	-0.056	-0.166
new media	0.194	0.070	0.186
new money	0.344	-0.016	0.310
new moon	0.286	-0.112	-0.162
new school	0.310	-0.064	0.080
new standard	0.566	0.016	0.466
new technology	0.518	0.270	0.500
new town	0.420	-0.176	0.032
new wave	0.354	0.088	0.164
new ways	0.354	0.030	0.242
new world	0.392	0.034	0.176
new year	0.532	-0.246	0.438
news agency	0.218	0.422	0.166
news article	0.200	0.070	0.034
news conference	0.072	0.254	0.548
news flash	0.162	0.334	-0.066
news item	0.234	0.054	0.172
news media	0.104	0.150	0.612
news organization	0.194	0.266	0.678
news release	0.276	0.166	0.384
news report	0.000	-0.088	0.074
news show	0.258	0.104	0.380
news story	0.290	0.238	0.000
next best	0.280	0.016	-0.188
next door	0.064	-0.052	0.000
next to	0.034	-0.224	-0.334
next up	0.186	-0.016	0.172
nice day	0.654	-0.406	0.366
nice girl	0.710	-0.158	0.250
nice guy	0.758	-0.286	0.214
nice job	0.704	-0.066	0.234
nice little	0.448	-0.298	-0.066
nice man	0.448	-0.232	0.266
nice person	0.690	-0.048	0.534
nice place	0.742	-0.152	0.366
nice things	0.758	0.046	0.388
nice touch	0.624	0.000	0.032
nicotine addiction	-0.678	0.282	-0.116
night club	-0.218	0.126	0.000
night court	-0.220	0.058	-0.064
night game	-0.156	0.064	0.000
night life	-0.124	0.166	0.104
night light	0.194	-0.312	-0.138
night night	0.130	-0.316	-0.258
night out	0.036	0.084	-0.370
night owl	0.176	-0.092	-0.156
night shift	-0.166	0.000	-0.214
night stand	0.000	-0.292	-0.166
night time	0.282	-0.390	-0.258
night vision	0.250	0.040	0.100
nightmare scenario	-0.634	0.500	-0.334
nighty night	-0.066	-0.128	-0.186
nine times	-0.062	0.074	-0.100
nintendo ds	0.000	-0.034	-0.038
nitty gritty	-0.104	-0.066	-0.226
no anticipation	-0.208	-0.040	-0.318
no avail	-0.180	-0.234	-0.666
no better	-0.414	-0.298	-0.464
no biggie	-0.200	-0.096	-0.448
no brainer	-0.138	-0.080	-0.666
no business	-0.428	-0.200	-0.482
no chance	-0.548	-0.204	-0.566
no comment	-0.172	-0.164	-0.266
no contest	-0.482	-0.392	-0.490
no cover	-0.400	-0.226	-0.638
no dice	-0.258	-0.140	-0.444
no disgust	0.020	-0.352	-0.104
no doubt	0.062	-0.210	0.000
no emotion	-0.660	-0.782	-0.550
no end	-0.344	-0.114	-0.500
no entry	-0.552	-0.254	-0.452
no fair	-0.444	-0.136	-0.594
no frills	-0.250	-0.316	-0.352
no go	-0.500	-0.182	-0.452
no good	-0.690	-0.138	-0.690
no hitter	-0.344	0.088	-0.234
no homo	-0.534	-0.046	-0.278
no idea	-0.690	-0.420	-0.548
no joke	-0.206	-0.102	-0.322
no joy	-0.554	-0.262	-0.466
no kidding	-0.334	0.016	-0.186
no less	-0.214	-0.322	-0.366
no longer	-0.744	-0.200	-0.518
no matter	-0.200	-0.322	-0.370
no more	-0.328	-0.258	-0.576
no nonsense	0.136	-0.050	-0.192
no offense	-0.354	-0.272	-0.434
no one	-0.400	-0.370	-0.594
no parking	-0.400	-0.324	-0.538
no place	-0.484	-0.506	-0.632
no pressure	0.234	-0.432	-0.666
no problem	0.100	-0.272	-0.108
no probs	0.140	-0.288	-0.296
no qualms	-0.500	-0.184	0.000
no question	-0.344	-0.202	0.000
no rush	-0.366	-0.316	-0.250
no score	-0.500	-0.142	-0.334
no sentiment	-0.816	-0.236	-0.444
no slouch	-0.300	-0.138	-0.516
no smoking	-0.104	-0.090	-0.104
no stopping	-0.242	0.116	-0.036
no such	-0.366	-0.366	-0.334
no surprise	-0.658	-0.552	-0.176
no sweat	-0.200	-0.396	-0.242
no thanks	-0.408	-0.422	-0.428
no trump	-0.260	-0.048	-0.428
no trust	-0.890	-0.110	-0.486
no way	-0.766	0.012	-0.358
no win	-0.704	-0.466	-0.376
no wonder	-0.518	-0.294	-0.118
no worries	0.162	-0.542	-0.178
no-fly list	-0.334	-0.216	-0.322
nobel prize	0.448	0.230	0.282
noise pollution	-0.812	0.102	-0.206
non refundable	-0.334	-0.016	-0.236
non sequitur	-0.290	-0.052	-0.258
none other	-0.034	-0.306	-0.290
none the	-0.586	-0.334	-0.138
noodle soup	0.260	-0.228	-0.172
normal stuff	0.068	-0.320	-0.166
north star	0.260	-0.090	0.310
northern hemisphere	-0.034	0.142	0.100
northern lights	0.354	0.080	-0.096
nose bleed	-0.800	0.148	-0.290
nose dive	-0.296	0.216	-0.186
nose job	-0.286	0.120	0.100
nose out	-0.322	-0.076	-0.484
nose ring	-0.036	-0.226	-0.182
nose up	-0.154	-0.046	-0.142
not above	-0.334	-0.382	-0.414
not bad	-0.322	-0.290	-0.414
not especially	-0.482	-0.188	-0.344
not even	-0.434	-0.164	-0.408
not exactly	-0.266	-0.298	-0.032
not guilty	-0.242	-0.230	-0.270
not long	-0.266	-0.350	-0.344
not nearly	-0.286	-0.318	-0.464
not negative	0.244	-0.460	-0.112
not only	-0.214	-0.234	-0.358
not out	-0.038	-0.166	-0.388
not positive	-0.898	-0.260	-0.528
not quite	-0.656	-0.300	-0.516
not really	-0.612	-0.464	-0.366
not simply	-0.206	-0.030	-0.552
not so	-0.518	-0.334	-0.484
not sure	-0.534	-0.318	-0.548
not surprised	-0.516	-0.328	-0.434
not this	-0.518	-0.394	-0.366
not very	-0.586	-0.302	-0.500
not withstanding	-0.448	-0.104	-0.392
not yet	-0.266	-0.410	-0.060
nothing but	-0.404	-0.204	-0.400
nothing much	-0.186	-0.356	-0.072
nothing special	-0.552	-0.376	-0.370
notwithstanding clause	-0.166	-0.140	-0.142
now now	0.100	-0.196	-0.276
now that	-0.162	-0.256	0.000
now then	0.148	-0.030	-0.062
now what	-0.258	-0.156	-0.388
nowhere near	-0.156	-0.234	-0.222
nuclear bomb	-0.678	0.522	0.242
nuclear energy	-0.032	0.250	0.276
nuclear family	0.068	0.118	0.226
nuclear power	-0.310	0.476	0.656
nuclear war	-1.000	0.566	0.178
nuclear waste	-0.724	0.146	-0.366
number one	0.674	-0.062	0.342
number two	-0.078	-0.306	-0.104
numbers game	0.068	0.224	0.066
numbers of	0.178	-0.094	-0.200
nurse practitioner	0.456	0.216	0.218
nursing home	0.042	-0.072	-0.080
nursing school	0.366	0.188	-0.104
nut case	-0.448	0.098	-0.266
nut job	-0.434	0.164	-0.414
nutritional value	0.500	-0.032	0.250
oak tree	0.172	-0.266	-0.064
oatmeal cookies	0.172	-0.226	-0.226
obsess over	-0.376	0.180	0.104
obstacle course	-0.206	0.338	0.064
occam's razor	-0.186	-0.050	0.142
occur to	0.034	-0.084	-0.066
odd one	-0.200	-0.124	-0.106
odds on	-0.124	-0.080	-0.282
of a	-0.222	-0.238	-0.322
of age	0.064	-0.260	-0.222
of an	-0.226	-0.182	-0.276
of choice	0.066	-0.116	0.112
of color	-0.136	-0.226	-0.040
of course	0.500	-0.366	-0.166
of fame	0.032	-0.048	0.038
of late	-0.310	-0.368	-0.392
of little	-0.308	-0.360	-0.344
of necessity	0.312	-0.014	0.276
of note	0.012	-0.300	-0.096
of sorts	-0.214	-0.398	-0.218
of yore	-0.100	-0.224	-0.300
off air	-0.370	-0.468	-0.266
off balance	-0.612	-0.296	-0.244
off base	-0.300	-0.064	-0.160
off brand	-0.534	-0.282	-0.258
off chance	-0.344	-0.190	-0.180
off day	-0.194	-0.380	-0.550
off guard	-0.400	0.000	-0.366
off label	-0.518	-0.204	-0.428
off limits	-0.552	-0.280	-0.618
off of	-0.524	-0.450	-0.188
off road	-0.370	0.000	-0.258
off season	-0.444	-0.352	-0.354
off topic	-0.484	-0.364	-0.344
off white	-0.296	-0.290	-0.242
off with	-0.452	-0.062	-0.286
off year	-0.354	-0.382	-0.408
offensive line	-0.086	0.282	-0.100
offensive zone	-0.500	0.372	0.000
offer up	0.068	-0.016	-0.300
office building	0.000	-0.328	0.100
office chair	0.148	-0.446	0.036
office hours	0.138	-0.082	0.226
office space	-0.104	-0.220	0.286
office staff	0.266	-0.090	0.172
office work	0.000	0.032	0.104
oh boy	-0.100	-0.082	-0.466
oh dear	0.034	-0.384	0.000
oh my	-0.428	-0.066	-0.156
oh no	-0.620	-0.102	-0.552
oh noes	-0.420	-0.176	-0.250
oh so	-0.166	-0.290	-0.416
oh well	0.256	-0.296	-0.242
oh yeah	-0.138	-0.084	-0.452
oil change	0.036	-0.190	0.000
oil company	-0.320	0.016	0.068
oil industry	-0.162	0.082	0.226
oil painting	0.200	-0.154	-0.216
oil price	0.036	-0.032	-0.074
oil production	0.034	-0.028	0.392
old age	-0.344	-0.432	-0.500
old boy	-0.296	-0.224	0.024
old city	-0.166	-0.346	-0.290
old country	-0.038	-0.184	0.178
old days	0.104	-0.222	-0.098
old english	0.166	-0.288	-0.066
old fart	-0.534	-0.174	-0.238
old fashioned	-0.466	-0.156	0.326
old folks	-0.066	-0.282	-0.414
old friend	0.380	-0.308	-0.104
old girl	-0.066	-0.414	-0.186
old growth	-0.388	-0.166	-0.214
old guard	-0.260	-0.228	-0.034
old house	-0.068	-0.334	-0.226
old lady	-0.094	-0.290	-0.204
old man	-0.166	-0.250	-0.242
old money	-0.076	-0.276	0.096
old person	-0.290	-0.264	-0.388
old school	0.072	-0.280	-0.112
old soul	-0.258	-0.306	-0.242
old style	-0.068	-0.134	-0.206
old testament	-0.310	-0.152	-0.176
old time	-0.366	-0.440	0.058
old timer	-0.444	-0.112	-0.428
old times	0.166	-0.422	-0.234
old timey	-0.194	-0.384	-0.234
