term	valence
granny smith	0.032
legal name	0.032
lasting impact	0.032
street fighter	0.032
mixed drink	0.032
center on	0.032
or anything	0.032
laundry basket	0.032
popular opinion	0.032
hot pot	0.032
cinnamon bun	0.032
straw hat	0.032
lump sum	0.032
ad agency	0.032
body double	0.032
tater tots	0.032
to-do list	0.032
made of	0.032
dine in	0.032
to come	0.032
sound bite	0.032
basic training	0.032
give off	0.032
folding chair	0.032
center field	0.032
space shuttle	0.032
final whistle	0.032
high horse	0.032
stay in	0.032
public square	0.032
train at	0.030
look through	0.028
aspect ratio	0.028
make into	0.026
data management	0.026
high pitch	0.024
zone in	0.024
art form	0.024
the finger	0.024
writing style	0.024
bond market	0.024
look away	0.024
control system	0.024
two fingers	0.022
american league	0.022
solar panel	0.022
crowd control	0.022
no disgust	0.020
mahi mahi	0.020
in part	0.020
yet another	0.020
wheel barrow	0.020
door knob	0.020
double standard	0.020
little kid	0.020
over there	0.018
crowd in	0.018
pitch for	0.018
legal profession	0.018
body suit	0.016
water main	0.016
and counting	0.016
drawing tablet	0.014
of note	0.012
alarm clock	0.010
green bean	0.003
office work	0.000
prop up	0.000
kind of	0.000
green pepper	0.000
month old	0.000
had it	0.000
crystal ball	0.000
sex appeal	0.000
snap in	0.000
short ribs	0.000
active duty	0.000
electric company	0.000
liberal party	0.000
stay put	0.000
set out	0.000
bet on	0.000
risk taker	0.000
rely on	0.000
solar system	0.000
big old	0.000
presidential campaign	0.000
friendly fire	0.000
at night	0.000
by hand	0.000
ball club	0.000
pull for	0.000
ice pack	0.000
far south	0.000
long list	0.000
rice cooker	0.000
wine bar	0.000
group home	0.000
ice hockey	0.000
branch out	0.000
name up	0.000
private property	0.000
wiggle room	0.000
buy in	0.000
anything goes	0.000
egg on	0.000
quite so	0.000
herd immunity	0.000
street view	0.000
jet ski	0.000
work permit	0.000
greek alphabet	0.000
full name	0.000
some one	0.000
construction worker	0.000
all for	0.000
med school	0.000
legal age	0.000
night stand	0.000
scheduled maintenance	0.000
population density	0.000
bus route	0.000
public transport	0.000
urban area	0.000
nintendo ds	0.000
pop culture	0.000
corporate welfare	0.000
news report	0.000
shell game	0.000
come after	0.000
add to	0.000
in camera	0.000
long pants	0.000
bone marrow	0.000
heavy duty	0.000
tall guy	0.000
self proclaimed	0.000
quantum leap	0.000
big question	0.000
same here	0.000
majority rule	0.000
in touch	0.000
the take	0.000
blue jays	0.000
backed by	0.000
big bucks	0.000
button up	0.000
step to	0.000
quick question	0.000
hard copy	0.000
tall order	0.000
lay on	0.000
vote on	0.000
all told	0.000
baked chicken	0.000
military force	0.000
let up	0.000
pickup line	0.000
face up	0.000
bubble gum	0.000
floor plan	0.000
three times	0.000
a heel	0.000
full sized	0.000
part way	0.000
charge it	0.000
turnaround time	0.000
southern hemisphere	0.000
equal to	0.000
cope with	0.000
shoulder in	0.000
groundhog day	0.000
floor it	0.000
on tap	0.000
insurance agent	0.000
so that	0.000
super glue	0.000
assembly line	0.000
melt into	0.000
intensive care	0.000
tin roof	0.000
account for	0.000
case study	0.000
in secret	0.000
bedside table	0.000
political party	0.000
convention center	0.000
adhere to	0.000
do it	0.000
fan fiction	0.000
data point	0.000
secret weapon	0.000
brain trust	0.000
tough love	0.000
on leave	0.000
road construction	0.000
oxford comma	0.000
found to	0.000
internal affairs	0.000
puff piece	0.000
vacuum cleaner	0.000
go through	0.000
fruit cake	0.000
backwards compatible	0.000
go upstairs	0.000
name names	0.000
take steps	0.000
web browser	0.000
run into	0.000
clear up	0.000
mind you	0.000
purple heart	0.000
catch it	0.000
public affairs	0.000
party down	0.000
geek out	0.000
hash browns	0.000
chow mein	0.000
quick fix	0.000
data set	0.000
pro am	0.000
top sheet	0.000
reset button	0.000
pay dividends	0.000
see after	0.000
grocery list	0.000
top that	0.000
run on	0.000
face mask	0.000
hard right	0.000
shoe box	0.000
ice water	0.000
cross check	0.000
bay area	0.000
pour into	0.000
paper towels	0.000
driving at	0.000
asian american	0.000
small town	0.000
sweat pants	0.000
travel back	0.000
weight training	0.000
look in	0.000
single parent	0.000
stained glass	0.000
force field	0.000
mind numbing	0.000
comparable to	0.000
frontal lobe	0.000
attuned to	0.000
paper clip	0.000
hand up	0.000
landing page	0.000
private enterprise	0.000
snooze button	0.000
turn away	0.000
fire service	0.000
write out	0.000
quick break	0.000
some time	0.000
elected official	0.000
ancient times	0.000
top speed	0.000
can't wait	0.000
in tune	0.000
clean off	0.000
lay in	0.000
pop in	0.000
light brown	0.000
top floor	0.000
flip flops	0.000
flight crew	0.000
before hand	0.000
head home	0.000
short list	0.000
send for	0.000
touch base	0.000
into detail	0.000
pump in	0.000
melt away	0.000
iron man	0.000
get away	0.000
invest with	0.000
pep talk	0.000
leather pants	0.000
hip to	0.000
for ages	0.000
sesame oil	0.000
last hurrah	0.000
swing by	0.000
red panda	0.000
black bean	0.000
show over	0.000
start back	0.000
engage with	0.000
freeze on	0.000
phone booth	0.000
credit rating	0.000
flesh out	0.000
farm boy	0.000
they say	0.000
only when	0.000
brown paper	0.000
passive voice	0.000
hockey stick	0.000
report back	0.000
tax money	0.000
run at	0.000
be had	0.000
surgical mask	0.000
butternut squash	0.000
mailing list	0.000
half moon	0.000
go one	0.000
sales person	0.000
yoga mat	0.000
insider information	0.000
game theory	0.000
post up	0.000
spitting image	0.000
slot machine	0.000
room in	0.000
more so	0.000
work to	0.000
work time	0.000
license plate	0.000
be there	0.000
other half	0.000
tying up	0.000
tax cut	0.000
log in	0.000
dive into	0.000
linear algebra	0.000
you all	0.000
leg up	0.000
put forward	0.000
go it	0.000
then again	0.000
laser beam	0.000
line drive	0.000
left turn	0.000
stack up	0.000
reading material	0.000
sign on	0.000
different than	0.000
tuna fish	0.000
barbecue sauce	0.000
prodigal son	0.000
press room	0.000
large part	0.000
rain boots	0.000
spinal tap	0.000
spread over	0.000
double digit	0.000
front desk	0.000
local time	0.000
flat iron	0.000
electrical grid	0.000
monsoon season	0.000
based on	0.000
market cap	0.000
pay for	0.000
take turns	0.000
center back	0.000
space opera	0.000
bus lane	0.000
vocal cords	0.000
upper lip	0.000
lava lamp	0.000
secret code	0.000
taking over	0.000
punch line	0.000
swim trunks	0.000
on demand	0.000
cottage cheese	0.000
passing lane	0.000
sherlock holmes	0.000
flat cap	0.000
pot roast	0.000
zip up	0.000
yellow mustard	0.000
ad infinitum	0.000
blue state	0.000
test for	0.000
take for	0.000
subconscious mind	0.000
law abiding	0.000
take root	0.000
stock market	0.000
school night	0.000
director's cut	0.000
in league	0.000
big ole	0.000
phone number	0.000
in passing	0.000
make like	0.000
belt buckle	0.000
white lotus	0.000
as much	0.000
sleep with	0.000
on top	0.000
play hardball	0.000
mobile home	0.000
web site	0.000
bike lane	0.000
every other	0.000
office building	0.000
grand theft auto	-0.014
blow off	-0.014
on to	-0.016
video store	-0.018
all along	-0.018
unbeknownst to	-0.018
brain fart	-0.018
work into	-0.020
city center	-0.020
business analyst	-0.020
power lines	-0.020
in hindsight	-0.020
door bell	-0.022
flow in	-0.022
working class	-0.022
nail set	-0.022
wear in	-0.022
photo shop	-0.022
border on	-0.022
roll up	-0.022
sleep late	-0.024
minor league	-0.024
macho man	-0.024
supply chain	-0.024
aircraft carrier	-0.026
paying back	-0.026
tape measure	-0.027
to boot	-0.028
raw data	-0.032
something about	-0.032
trot out	-0.032
nuclear energy	-0.032
hydrogen peroxide	-0.032
fire extinguisher	-0.032
take after	-0.032
school bus	-0.032
pertain to	-0.032
go west	-0.032
dependant on	-0.032
all over	-0.032
sim card	-0.032
above average	-0.032
would appear	-0.032
ache for	-0.032
car seat	-0.032
from nowhere	-0.032
fight back	-0.032
hump day	-0.032
watch it	-0.032
one time	-0.032
carbon footprint	-0.032
ethnic cleansing	-0.032
these days	-0.032
on average	-0.032
gene pool	-0.032
quick buck	-0.032
rule book	-0.032
roll down	-0.032
lemon juice	-0.032
square foot	-0.032
step up	-0.032
pitch in	-0.032
squat rack	-0.032
you see	-0.032
blue collar	-0.032
screen door	-0.032
fortune teller	-0.032
straight off	-0.032
have back	-0.032
corpus christi	-0.032
at most	-0.032
air quality	-0.032
minister to	-0.032
ivory tower	-0.032
earnings report	-0.032
break through	-0.032
resistant to	-0.032
damn straight	-0.032
debit card	-0.032
armed forces	-0.032
tread carefully	-0.032
top gun	-0.032
run up	-0.032
consulting firm	-0.032
long tail	-0.032
think twice	-0.032
carbon copy	-0.032
first trimester	-0.032
third baseman	-0.032
day trading	-0.032
pop off	-0.032
me three	-0.032
charge with	-0.032
at sea	-0.032
on standby	-0.032
neural network	-0.032
common name	-0.032
eat in	-0.032
stand alone	-0.032
court system	-0.032
here goes	-0.032
answer to	-0.032
feed on	-0.032
given to	-0.032
back yard	-0.032
sign for	-0.032
kid gloves	-0.032
think so	-0.032
phase in	-0.032
clip on	-0.032
whole nother	-0.032
laser tag	-0.032
getting even	-0.032
hard core	-0.032
jam session	-0.032
ask for	-0.032
for example	-0.032
lap dog	-0.032
graphics card	-0.032
played out	-0.034
see through	-0.034
corner store	-0.034
without question	-0.034
take back	-0.034
run by	-0.034
ground rule	-0.034
bus service	-0.034
quarter mile	-0.034
since when	-0.034
plastic wrap	-0.034
presidential election	-0.034
in line	-0.034
professional wrestling	-0.034
art deco	-0.034
fire fighter	-0.034
gas stove	-0.034
third party	-0.034
hold onto	-0.034
range with	-0.034
gay club	-0.034
wind down	-0.034
mash up	-0.034
glass in	-0.034
eat at	-0.034
beef up	-0.034
hint at	-0.034
bed frame	-0.034
bring about	-0.034
get with	-0.034
pie crust	-0.034
crew neck	-0.034
laundry list	-0.034
found out	-0.034
makings of	-0.034
old town	-0.034
day game	-0.034
talk about	-0.034
time period	-0.034
by yourself	-0.034
stand for	-0.034
area code	-0.034
second act	-0.034
your turn	-0.034
public officials	-0.034
neon sign	-0.034
legal action	-0.034
and all	-0.034
silver bullet	-0.034
stand behind	-0.034
at last	-0.034
soak in	-0.034
price in	-0.034
named after	-0.034
double digits	-0.034
mason jar	-0.034
border collie	-0.034
blow over	-0.034
watch for	-0.034
polka dot	-0.034
roundabout way	-0.034
instant noodles	-0.034
peanut gallery	-0.034
public opinion	-0.034
because of	-0.034
all ears	-0.034
don't worry	-0.034
polling place	-0.034
reminiscent of	-0.034
clock out	-0.034
set piece	-0.034
breaking news	-0.034
key part	-0.034
labor force	-0.034
legislative branch	-0.034
paper route	-0.034
quarter pounder	-0.034
metric system	-0.034
may day	-0.034
at noon	-0.034
soak up	-0.034
house husband	-0.034
rice krispies	-0.034
read you	-0.034
wade through	-0.034
raisin bran	-0.034
space bar	-0.034
balsamic vinegar	-0.034
max out	-0.034
chicken little	-0.034
balancing act	-0.034
two cents	-0.034
windy city	-0.034
rare occurrence	-0.034
deep fried	-0.034
order up	-0.034
glove box	-0.034
go deep	-0.034
point out	-0.034
wild card	-0.034
me thinks	-0.034
ivy league	-0.034
space race	-0.034
domain name	-0.034
northern hemisphere	-0.034
refer to	-0.034
log cabin	-0.034
light years	-0.034
checkered flag	-0.034
ash wednesday	-0.034
hook up	-0.034
probable cause	-0.034
dog show	-0.034
click through	-0.034
second period	-0.034
drink in	-0.034
enter into	-0.034
have up	-0.034
carbon capture	-0.034
pale ale	-0.034
medical treatment	-0.034
count for	-0.034
moral obligation	-0.034
write down	-0.034
front for	-0.034
wild west	-0.034
none other	-0.034
judgement day	-0.034
walk by	-0.034
hot topic	-0.034
kung fu	-0.034
roll in	-0.034
main road	-0.034
come along	-0.034
blue suit	-0.034
code word	-0.034
medical officer	-0.034
answer back	-0.034
swing at	-0.034
straight person	-0.034
factor in	-0.034
flip side	-0.034
emergency services	-0.034
stick figure	-0.034
aye man	-0.034
public speaking	-0.034
glory hole	-0.034
ought to	-0.034
guard against	-0.034
play games	-0.036
asking price	-0.036
sell on	-0.036
fire station	-0.036
debt relief	-0.036
some people	-0.036
up to	-0.036
think out	-0.036
homo sapiens	-0.036
some more	-0.036
price up	-0.036
surgeon general	-0.036
chance on	-0.036
cold weather	-0.036
price point	-0.036
bar soap	-0.036
potty trained	-0.036
act up	-0.036
touch for	-0.036
aim to	-0.036
being that	-0.036
by night	-0.036
dare say	-0.036
blow me	-0.036
pull that	-0.036
psychological warfare	-0.036
fire department	-0.036
tip jar	-0.036
close out	-0.036
fighting chance	-0.036
eating you	-0.036
intellectual property	-0.036
large amount	-0.036
take away	-0.036
ahead of	-0.036
figure out	-0.036
end zone	-0.036
checkout line	-0.036
nose ring	-0.036
internal clock	-0.036
house floor	-0.036
running back	-0.036
baby up	-0.036
acting up	-0.036
that which	-0.036
log into	-0.036
hinge on	-0.036
home court	-0.036
in tandem	-0.036
silver surfer	-0.036
come out	-0.036
ever again	-0.036
unsung heroes	-0.036
step stool	-0.036
intent on	-0.038
in general	-0.038
brace yourself	-0.038
old country	-0.038
rare cases	-0.038
elect to	-0.038
past summer	-0.038
between jobs	-0.038
on parole	-0.038
steer clear	-0.038
stretching it	-0.038
own up	-0.038
code switching	-0.038
up until	-0.038
dark brown	-0.038
finish up	-0.038
maple syrup	-0.038
party line	-0.038
very loudly	-0.038
turn in	-0.038
press for	-0.038
put into	-0.038
held that	-0.038
select committee	-0.038
screen pass	-0.038
faced with	-0.038
not out	-0.038
bowel movement	-0.038
full out	-0.038
in evidence	-0.038
bridle path	-0.038
descend into	-0.038
pony tail	-0.038
carry around	-0.038
roller skate	-0.040
white man	-0.040
age limit	-0.040
laundry detergent	-0.040
retirement home	-0.040
come for	-0.040
stay at	-0.040
late fall	-0.040
in turn	-0.042
revenue stream	-0.042
land line	-0.042
fire power	-0.042
prime rib	-0.044
gone on	-0.044
explain away	-0.046
get at	-0.046
price gouging	-0.046
price increase	-0.046
jump over	-0.048
app store	-0.048
big stick	-0.048
swap out	-0.048
throw you	-0.050
praying mantis	-0.050
find for	-0.050
main street	-0.052
far east	-0.052
maiden name	-0.052
bear down	-0.052
say what	-0.054
test drive	-0.056
can opener	-0.056
know of	-0.056
low prices	-0.058
air travel	-0.058
status symbol	-0.058
hard rock	-0.058
think about	-0.060
or what	-0.060
partake in	-0.062
third down	-0.062
sneak in	-0.062
call at	-0.062
eye contact	-0.062
pen in	-0.062
buckle up	-0.062
red army	-0.062
quite an	-0.062
pinky toe	-0.062
foot stool	-0.062
medical aid	-0.062
blue blood	-0.062
hunger for	-0.062
passing game	-0.062
clinical practice	-0.062
send off	-0.062
geneva convention	-0.062
arms race	-0.062
say again	-0.062
construction site	-0.062
pray tell	-0.062
raise to	-0.062
long day	-0.062
nine times	-0.062
led by	-0.062
motion picture	-0.062
bounce around	-0.062
fly away	-0.062
licence plate	-0.062
factor into	-0.062
totem pole	-0.062
frozen food	-0.062
refried beans	-0.062
shower with	-0.064
gas station	-0.064
double agent	-0.064
copy to	-0.064
measuring stick	-0.064
spell check	-0.064
big toe	-0.064
see fit	-0.064
by itself	-0.064
hearing aid	-0.064
smart mouth	-0.064
past week	-0.064
come as	-0.064
rocket launcher	-0.064
call away	-0.064
on cue	-0.064
feel about	-0.064
put through	-0.064
there is	-0.064
gap year	-0.064
act for	-0.064
wake-up call	-0.064
there are	-0.064
chit chat	-0.064
leg work	-0.064
any longer	-0.064
sleeping bag	-0.064
double header	-0.064
just then	-0.064
only if	-0.064
map on	-0.064
table talk	-0.064
charge nurse	-0.064
umbilical cord	-0.064
spin around	-0.064
heating pad	-0.064
too many	-0.064
at all	-0.064
ad libs	-0.064
bath tub	-0.064
body shop	-0.064
past month	-0.064
lima beans	-0.064
on it	-0.064
baggage claim	-0.064
stand around	-0.064
open mic	-0.064
instead of	-0.064
sperm donor	-0.064
boot up	-0.064
insofar as	-0.064
close proximity	-0.064
man bun	-0.064
later on	-0.064
por favor	-0.064
big shot	-0.064
fold in	-0.064
fine print	-0.064
financial aid	-0.064
wrapped up	-0.064
by themselves	-0.064
look back	-0.066
you lot	-0.066
car battery	-0.066
polling station	-0.066
spinal cord	-0.066
push on	-0.066
pork chops	-0.066
self explanatory	-0.066
sit tight	-0.066
body part	-0.066
stir fry	-0.066
clear of	-0.066
to do	-0.066
voice over	-0.066
pinky finger	-0.066
beacon hill	-0.066
car keys	-0.066
find work	-0.066
drive up	-0.066
ancient greek	-0.066
draw attention	-0.066
court house	-0.066
tape over	-0.066
alma mater	-0.066
track meet	-0.066
final result	-0.066
star wars	-0.066
south side	-0.066
voice mail	-0.066
pull to	-0.066
poker game	-0.066
seek out	-0.066
granola bar	-0.066
double bill	-0.066
tantamount to	-0.066
whichever one	-0.066
move away	-0.066
run deep	-0.066
menstrual cycle	-0.066
look alike	-0.066
bottle up	-0.066
extend to	-0.066
immune response	-0.066
treading water	-0.066
grand jury	-0.066
self righteous	-0.066
state law	-0.066
nighty night	-0.066
stem from	-0.066
early warning	-0.066
double dip	-0.066
lawn mower	-0.066
have over	-0.066
spoken for	-0.066
forklift operator	-0.066
and that	-0.066
long period	-0.066
toe nail	-0.066
dress code	-0.066
base line	-0.066
catalytic converter	-0.066
fired up	-0.066
and so	-0.066
bacon grease	-0.066
slam dunk	-0.066
saw at	-0.066
warp speed	-0.066
corn maze	-0.066
some day	-0.066
felt like	-0.066
molecular biology	-0.066
old girl	-0.066
old folks	-0.066
leading off	-0.066
web page	-0.066
keep to	-0.066
soft tissue	-0.066
talk out	-0.066
huge difference	-0.066
body armor	-0.066
upper limit	-0.066
on horseback	-0.066
black beans	-0.066
thirst for	-0.066
dress rehearsal	-0.066
back seat	-0.066
knee brace	-0.066
fur coat	-0.066
appeal to	-0.068
sink in	-0.068
space heater	-0.068
side show	-0.068
cultural revolution	-0.068
medium size	-0.068
rest with	-0.068
dental work	-0.068
serial number	-0.068
wild animal	-0.068
old house	-0.068
half decent	-0.068
swear to	-0.068
by now	-0.068
pencil in	-0.068
any more	-0.068
gay pride	-0.068
prom dress	-0.068
mainland china	-0.068
midterm elections	-0.068
deep tissue	-0.068
front line	-0.068
balance sheets	-0.068
write up	-0.068
distance learning	-0.068
calling card	-0.068
square up	-0.068
venture into	-0.068
back off	-0.068
legal system	-0.068
sob story	-0.068
snail mail	-0.068
ring out	-0.068
price tag	-0.068
call for	-0.068
free kick	-0.068
drive through	-0.068
sea moss	-0.068
energy consumption	-0.068
gay couple	-0.068
take that	-0.068
balance out	-0.068
square root	-0.068
drive away	-0.068
heat pump	-0.068
booked up	-0.068
long time	-0.068
street clothes	-0.068
sock puppet	-0.068
drag queen	-0.068
trail mix	-0.068
city councillor	-0.068
file in	-0.068
town hall	-0.068
tap water	-0.068
melting pot	-0.068
onion soup	-0.068
postal service	-0.068
free fall	-0.068
this stage	-0.068
series finale	-0.068
voting booth	-0.068
for once	-0.068
cage in	-0.068
filet mignon	-0.068
bell pepper	-0.068
baby boomer	-0.068
old style	-0.068
show in	-0.068
film noir	-0.068
pandora's box	-0.068
soda water	-0.068
optical illusion	-0.068
bear witness	-0.068
red hair	-0.068
nail salon	-0.068
dependent on	-0.068
time consuming	-0.068
pack up	-0.068
unborn child	-0.068
final destination	-0.068
time being	-0.070
raw sewage	-0.070
speak of	-0.072
heaven forbid	-0.072
ground in	-0.072
flash mob	-0.072
fall on	-0.072
poke around	-0.072
bang on	-0.072
garlic butter	-0.072
ring for	-0.072
go blue	-0.072
potato chips	-0.072
foregone conclusion	-0.072
straight face	-0.072
roast beef	-0.072
cold cuts	-0.072
on trial	-0.072
put at	-0.072
juiced up	-0.072
step in	-0.072
alcoholic beverage	-0.072
whip up	-0.072
carpe diem	-0.072
put forth	-0.072
ice skating	-0.072
that'll do	-0.072
dump truck	-0.072
do with	-0.072
tie to	-0.072
hang with	-0.072
digestive system	-0.072
police car	-0.072
hike up	-0.072
executive branch	-0.072
driving force	-0.072
hang onto	-0.072
having sex	-0.072
call upon	-0.072
get used	-0.072
cold water	-0.072
by committee	-0.072
see you	-0.072
double date	-0.072
wait till	-0.072
do a	-0.072
yard line	-0.072
separate from	-0.072
take over	-0.072
strong winds	-0.072
black light	-0.072
get past	-0.072
state school	-0.072
roger that	-0.072
tone in	-0.072
box in	-0.072
up there	-0.072
gamble on	-0.074
age group	-0.074
done in	-0.074
pollen count	-0.074
club soda	-0.074
like crack	-0.074
before long	-0.074
pull up	-0.074
be along	-0.074
ip address	-0.074
fourth wall	-0.074
call after	-0.074
be quiet	-0.074
full blown	-0.074
sit in	-0.074
opportunity cost	-0.074
money back	-0.074
quarter of	-0.074
final cut	-0.074
minor in	-0.074
step aside	-0.074
bunk bed	-0.074
fend off	-0.074
come by	-0.074
status quo	-0.076
balance sheet	-0.076
motor city	-0.076
be to	-0.076
logical fallacy	-0.076
assisted living	-0.076
even number	-0.076
booty call	-0.076
swan song	-0.076
swell up	-0.076
half time	-0.076
bow tie	-0.076
shown to	-0.076
model on	-0.076
matter to	-0.076
last minute	-0.076
old money	-0.076
sift through	-0.076
signed off	-0.076
critical thinking	-0.076
lay up	-0.078
number two	-0.078
seeing red	-0.078
vicious cycle	-0.078
sell off	-0.080
big whoop	-0.080
hot spot	-0.080
aye aye	-0.080
unsung hero	-0.082
police officer	-0.083
through traffic	-0.084
ancient rome	-0.084
done with	-0.084
king snake	-0.084
rule on	-0.086
offensive line	-0.086
beware of	-0.086
save face	-0.088
junior high	-0.090
make of	-0.090
god forsaken	-0.090
fly at	-0.094
public debate	-0.094
rights issue	-0.094
baby bump	-0.094
busy work	-0.094
beer store	-0.094
affiliate marketing	-0.094
rain check	-0.094
emergency response	-0.094
one half	-0.094
turn around	-0.094
early days	-0.094
air ball	-0.094
hail mary	-0.094
sliding scale	-0.094
sticking point	-0.094
double for	-0.094
touch up	-0.094
lay eggs	-0.094
mini van	-0.094
running mate	-0.094
clock tower	-0.094
in theory	-0.094
face about	-0.094
people pleaser	-0.094
fight for	-0.094
wheel chair	-0.094
take orders	-0.094
pass down	-0.094
these guys	-0.094
who's who	-0.094
old lady	-0.094
bow to	-0.094
state senator	-0.096
spray tan	-0.096
medium rare	-0.096
facial hair	-0.096
date back	-0.096
far north	-0.096
pull on	-0.096
dry cleaners	-0.096
stretch out	-0.096
sugar high	-0.096
put it	-0.096
side street	-0.096
the odd	-0.096
yo yo	-0.096
holy smokes	-0.096
for anything	-0.096
a bit	-0.096
internal medicine	-0.096
check off	-0.096
boxing gloves	-0.096
second best	-0.096
let one	-0.096
iron skillet	-0.096
report card	-0.096
slide down	-0.096
wipe away	-0.096
straight down	-0.096
even then	-0.096
see over	-0.096
stock exchange	-0.096
shot clock	-0.096
attention seeker	-0.096
name for	-0.096
wash up	-0.096
tree branch	-0.096
key fob	-0.096
curtains for	-0.096
run wild	-0.096
goat cheese	-0.096
capitol hill	-0.096
turn to	-0.096
on file	-0.096
thinly veiled	-0.096
there there	-0.096
asset management	-0.096
recycling bin	-0.096
pole vault	-0.096
get after	-0.096
fast asleep	-0.096
legal aid	-0.096
seeing that	-0.096
date from	-0.096
up here	-0.096
banking system	-0.096
second half	-0.096
on paper	-0.096
test out	-0.096
tax revenue	-0.096
can tell	-0.096
in use	-0.096
pander to	-0.096
do in	-0.096
fitted sheet	-0.096
comment on	-0.096
waiting room	-0.096
pick out	-0.096
wood chipper	-0.096
modus operandi	-0.096
cue up	-0.096
film adaptation	-0.096
honky tonk	-0.096
local government	-0.096
call option	-0.096
little old	-0.098
you what	-0.100
blow in	-0.100
sugar daddy	-0.100
shore up	-0.100
peripheral vision	-0.100
pardon me	-0.100
ozone layer	-0.100
on call	-0.100
public sale	-0.100
sound effects	-0.100
ear plugs	-0.100
head out	-0.100
time up	-0.100
last laugh	-0.100
tip over	-0.100
bound to	-0.100
spend on	-0.100
hopped up	-0.100
stand out	-0.100
cider vinegar	-0.100
go there	-0.100
grow apart	-0.100
tax law	-0.100
go at	-0.100
oh boy	-0.100
whistle blower	-0.100
car door	-0.100
dog house	-0.100
red pepper	-0.100
clear cut	-0.100
black tea	-0.100
shot put	-0.100
in writing	-0.100
combustion engine	-0.100
insist on	-0.100
jaw dropping	-0.100
but then	-0.100
back pocket	-0.100
for one	-0.100
depth perception	-0.100
tote bag	-0.100
yet again	-0.100
elder care	-0.100
fighter jet	-0.100
bat in	-0.100
sorely needed	-0.100
admit to	-0.100
tend to	-0.100
flea market	-0.100
water boy	-0.100
mountain lion	-0.100
beyond me	-0.100
of yore	-0.100
filter in	-0.100
good grief	-0.100
single digits	-0.100
read into	-0.100
level at	-0.100
entitled to	-0.100
what if	-0.100
private company	-0.100
fiddle with	-0.100
bother to	-0.100
as such	-0.100
court order	-0.100
push through	-0.100
reverse split	-0.100
move along	-0.104
history lesson	-0.104
remind of	-0.104
public housing	-0.104
cross over	-0.104
change over	-0.104
taken in	-0.104
face shield	-0.104
type in	-0.104
gut feeling	-0.104
picky eater	-0.104
cassette tape	-0.104
big head	-0.104
cold storage	-0.104
basket case	-0.104
drum up	-0.104
private sector	-0.104
long before	-0.104
close range	-0.104
raw materials	-0.104
ad hoc	-0.104
retail price	-0.104
office space	-0.104
wooden spoon	-0.104
walk into	-0.104
wall in	-0.104
put up	-0.104
punching bag	-0.104
trump card	-0.104
hard drive	-0.104
union jack	-0.104
a to-do	-0.104
float around	-0.104
nitty gritty	-0.104
report to	-0.104
rib cage	-0.104
zero gravity	-0.104
too soon	-0.104
compare with	-0.104
small potatoes	-0.104
drama series	-0.104
slim chance	-0.104
roll out	-0.104
god damn	-0.104
bell curve	-0.104
under way	-0.104
thrift store	-0.104
repair shop	-0.104
get even	-0.104
no smoking	-0.104
acquired taste	-0.104
constructive criticism	-0.104
have off	-0.104
set foot	-0.104
even as	-0.104
blue light	-0.104
wet snow	-0.104
age range	-0.104
stick at	-0.104
soccer mom	-0.104
for short	-0.104
sign in	-0.104
want back	-0.104
roll over	-0.104
put to	-0.104
stave off	-0.104
buy at	-0.104
translate into	-0.104
edge in	-0.104
a single	-0.104
versed in	-0.104
air out	-0.104
small print	-0.104
point at	-0.104
paper trail	-0.104
air mattress	-0.104
go about	-0.104
bread crumbs	-0.104
turn out	-0.104
touch you	-0.104
deja vu	-0.104
pony up	-0.104
urban sprawl	-0.104
or somewhere	-0.104
gay men	-0.104
propping up	-0.104
de facto	-0.106
spare room	-0.106
both sides	-0.106
collar bone	-0.106
powdered sugar	-0.106
chop up	-0.108
culture shock	-0.108
campaign trail	-0.108
ten commandments	-0.108
pay into	-0.108
get behind	-0.108
gear to	-0.108
in gear	-0.108
dark comedy	-0.108
pie chart	-0.108
gay male	-0.108
sales pitch	-0.108
prefer to	-0.108
take sides	-0.108
on hold	-0.108
guilty pleasure	-0.108
low risk	-0.108
rec room	-0.108
common cause	-0.108
run around	-0.108
pen name	-0.108
one way	-0.108
broad street	-0.108
locker room	-0.108
run for	-0.108
i figure	-0.108
breathe out	-0.108
crossing over	-0.108
come between	-0.108
money pit	-0.108
white bread	-0.108
third base	-0.108
hair salon	-0.108
calculated risk	-0.108
stay out	-0.108
deal out	-0.108
reality check	-0.108
double down	-0.108
dorm room	-0.108
feta cheese	-0.108
enter for	-0.108
mini skirt	-0.108
walk out	-0.108
uh huh	-0.108
phone bill	-0.108
rural area	-0.108
good riddance	-0.108
monster truck	-0.108
string cheese	-0.108
man child	-0.110
come online	-0.110
hit man	-0.112
wisdom tooth	-0.112
tuna salad	-0.112
how many	-0.112
du jour	-0.112
warm to	-0.112
first off	-0.112
get rolling	-0.112
walk around	-0.112
stat sheet	-0.112
on about	-0.112
on sight	-0.112
dog days	-0.112
push it	-0.112
change into	-0.112
cross paths	-0.112
get by	-0.112
rearview mirror	-0.112
see to	-0.112
remote control	-0.114
in town	-0.116
second baseman	-0.116
throw back	-0.116
door handle	-0.116
banana republic	-0.116
any time	-0.116
government official	-0.116
fly by	-0.118
turkey leg	-0.118
sour cream	-0.120
meat loaf	-0.120
ripple effect	-0.120
rap music	-0.120
fess up	-0.120
mixed feelings	-0.120
ball up	-0.122
