term	valence	arousal	dominance
in re	-0.136	-0.132	-0.260
in reality	0.058	0.098	0.172
in relief	0.666	-0.258	0.108
in reserve	0.038	-0.450	0.000
in retrospect	-0.188	-0.088	-0.066
in return	-0.204	-0.122	0.070
in reverse	-0.516	0.054	-0.296
in season	0.300	-0.132	-0.162
in secret	0.000	-0.216	-0.270
in series	0.188	-0.142	0.072
in shape	0.354	0.000	0.034
in short	0.034	-0.246	-0.276
in sight	0.058	-0.206	0.000
in silence	-0.266	-0.516	-0.452
in spades	-0.172	0.082	-0.072
in step	0.136	-0.030	-0.234
in stitches	0.036	0.162	-0.074
in stock	0.160	0.016	0.266
in store	0.206	-0.156	-0.134
in stride	0.104	-0.046	0.138
in style	0.322	-0.058	0.124
in sum	0.036	-0.126	-0.068
in sync	0.134	-0.098	-0.194
in tandem	-0.036	-0.338	0.096
in tears	-0.500	-0.176	-0.484
in terms	-0.172	-0.212	0.106
in that	0.034	-0.254	-0.344
in theory	-0.094	-0.174	0.200
in time	0.200	-0.154	0.000
in touch	0.000	-0.112	0.000
in tough	-0.746	0.056	-0.310
in tow	0.038	-0.110	-0.388
in town	-0.116	-0.110	-0.140
in trouble	-0.258	0.194	-0.482
in trust	0.414	-0.150	-0.040
in truth	0.322	-0.232	-0.068
in tune	0.000	-0.196	0.000
in turn	-0.042	-0.174	-0.242
in unison	0.200	-0.186	0.266
in use	-0.096	-0.124	-0.104
in utero	-0.188	-0.176	-0.366
in vain	-0.388	-0.076	-0.388
in vitro	-0.194	-0.010	-0.034
in vogue	0.142	-0.016	-0.138
in with	-0.138	-0.094	-0.124
in writing	-0.100	-0.150	0.112
inability	-0.700	0.058	-0.500
inaccessibility	-0.667	-0.952	-0.250
inaccessible	-0.834	0.170	-0.108
inaccessibleness	-0.667	-1.000	0.200
inaccessibly	-0.667	-0.963	-0.417
inaccuracy	-0.750	-0.593	-0.667
inaccurate	-0.730	-0.100	-0.500
inaccurately	-0.667	-0.667	-0.583
inaccurateness	-0.905	-0.481	-0.625
inaction	-0.354	-0.550	-0.350
inactivate	-0.510	-0.520	-0.170
inactivation	-0.604	-0.480	-0.560
inactive	-0.458	-0.830	-0.682
inactively	-0.458	-1.000	-0.857
inactiveness	-0.667	-0.963	-0.800
inactivity	-0.730	-0.714	-0.546
inadaptability	-0.667	-0.667	-0.889
inadaptable	-0.667	-0.611	-0.857
inadequacy	-0.428	0.000	-0.406
inadequate	-0.756	-0.100	-0.554
inadequately	-0.667	-0.267	-0.667
inadequateness	-0.520	0.058	-0.368
inadmissibility	-0.667	-1.000	-0.481
inadmissible	-0.624	0.272	-0.222
inadmissibly	-0.875	-0.583	-0.867
inadvertence	-0.600	-0.667	-0.667
inadvertency	-0.630	-0.926	-0.583
inadvertent	-0.270	-0.264	-0.428
inadvertently	-0.396	0.082	0.098
inadvisability	-0.714	-0.667	-0.556
inadvisable	-0.667	-0.625	-0.571
inaffable	-0.224	0.036	-0.090
inalienability	0.704	-0.625	0.792
inalienable	-0.126	-0.082	0.216
inalienably	0.619	-0.708	0.833
inalterability	-0.083	-0.963	0.875
inalterable	0.000	-1.000	0.778
inalterably	0.000	-1.000	0.556
inane	-0.458	-0.300	-0.464
inanely	-0.667	-0.556	-0.750
inanimate	-0.438	-0.714	-0.552
inanimately	-0.208	-1.000	-0.625
inanimateness	-0.524	-1.000	-0.958
inanity	-0.833	-0.714	-0.714
inapplicability	-0.667	-0.857	-0.704
inapplicable	-0.438	-0.196	-0.340
inapplicably	-0.458	-1.000	-0.444
inappreciable	-0.667	-1.000	-0.917
inappreciably	-0.593	-0.958	-0.375
inappreciative	-0.952	-0.533	-0.333
inapprehensible	-0.667	-0.704	-0.778
inapprehensive	0.500	-0.952	-0.222
inapproachability	-0.667	-0.792	0.750
inapproachable	-0.667	-0.917	0.667
inappropriate	-0.730	0.084	-0.294
inappropriately	-0.708	0.042	-0.583
inappropriateness	-1.000	-0.667	-0.556
inaptitude	-0.714	-0.667	-0.917
inaptly	-0.667	-0.625	-0.667
inarguable	0.722	-0.667	1.000
inarguably	0.000	-0.667	0.852
inarticulate	-0.667	-0.630	-0.857
inarticulately	-0.667	-0.630	-0.708
inarticulateness	-0.667	-0.810	-0.750
inartistic	-0.667	-0.667	-0.259
inartistically	-0.667	-0.500	-0.571
inattention	-0.584	-0.134	-0.624
inattentive	-0.667	-1.000	-0.926
inattentively	-0.667	-0.926	-0.741
inattentiveness	-0.667	-0.917	-0.762
inaudibility	-0.667	-1.000	-0.792
inaudible	-0.440	-0.204	-0.284
inaudibly	-0.333	-0.963	-0.833
inaugural	0.368	0.134	0.216
inaugurate	0.562	0.164	0.600
inauguration	0.694	0.424	0.538
inauguration day	0.250	0.206	0.380
inaugurator	0.630	0.667	0.952
inauspicious	-1.000	-0.667	-0.593
inauspiciously	-0.944	-0.667	-0.704
inauspiciousness	-1.000	-0.625	-0.963
inauthentic	-0.667	-0.259	-0.593
inboard	0.000	0.000	0.167
inborn	0.180	-0.424	0.092
inbound	0.062	-0.224	0.076
inbox	0.186	-0.228	0.162
inbred	-0.206	0.040	-0.054
inbreed	-0.667	-0.667	-0.381
inbuilt	0.000	-0.667	0.067
incalculability	-0.190	-0.519	-0.083
incalculable	-0.102	0.240	0.358
incalculably	0.185	-0.481	0.074
incandesce	0.958	1.000	0.476
incandescence	0.810	0.667	0.185
incandescent	-0.292	0.224	0.242
incandescently	1.000	0.792	0.444
incantation	-0.122	0.264	0.096
incapability	-0.963	-0.952	-0.963
incapable	-0.688	0.058	-0.690
incapably	-0.762	-1.000	-0.905
incapacitate	-0.905	-0.958	-0.852
incapacitation	-0.704	-0.926	-0.750
incapacity	-0.896	0.000	-0.566
incarcerate	-0.815	0.185	0.875
incarcerated	-0.667	0.167	-0.714
incarceration	-0.800	0.600	-0.206
incarcerator	-0.667	0.704	0.926
incarnate	0.104	0.302	0.186
incarnation	0.048	-0.185	0.333
incase	0.160	-0.471	-0.270
incendiary	-0.438	0.620	0.196
incense	0.396	-0.450	-0.344
incensed	-0.324	0.286	-0.216
incensory	0.000	0.333	0.148
incentive	0.624	0.236	0.436
incept	0.000	0.333	0.333
inception	0.208	-0.150	0.122
inceptive	0.000	0.556	0.333
inceptively	0.042	0.333	0.037
inceptor	0.143	0.625	0.667
incessancy	-0.625	1.000	0.593
incessant	-0.124	0.520	0.088
incessantly	-0.166	0.530	0.212
incessantness	-0.667	0.630	-0.296
incest	-0.854	0.706	-0.018
incestuous	-0.624	0.472	-0.116
incestuously	-1.000	0.625	-0.417
inch	-0.038	-0.346	-0.400
inchworm	0.000	-0.417	-0.905
incidence	-0.166	0.054	-0.142
incident	-0.832	0.324	-0.036
incidental	-0.438	0.220	-0.192
incidentally	-0.042	0.000	0.000
incinerate	-0.852	1.000	0.963
incineration	-0.542	0.574	-0.060
incinerator	-0.500	0.286	0.182
incipient	-0.116	-0.236	-0.140
incipiently	0.000	0.250	-0.208
incise	0.074	0.667	0.500
incision	-0.520	0.326	0.116
incisive	-0.240	0.204	0.090
incisively	0.571	0.714	0.857
incisiveness	0.667	0.667	0.905
incisor	0.000	0.000	0.278
incisory	0.000	0.667	0.481
incitation	-0.667	0.963	0.458
incite	-0.102	0.472	0.284
incitement	-0.396	0.886	0.196
inciter	-0.583	1.000	0.952
incivility	-0.833	-0.667	-0.259
inclemency	-0.667	-0.667	-0.583
inclement	-0.480	0.352	0.232
inclemently	-0.667	-0.286	-0.333
inclinable	0.542	-0.500	-0.292
inclination	-0.244	-0.020	0.076
inclinator	0.000	0.667	0.056
incline	-0.020	-0.154	-0.310
inclined	-0.062	-0.306	-0.196
incliner	0.593	-0.148	0.333
include	0.458	-0.102	0.404
included	0.520	-0.196	0.140
including	0.400	-0.244	0.036
inclusion	0.548	-0.192	0.424
inclusive	0.208	-0.160	0.128
inclusively	0.958	-0.667	0.333
inclusiveness	0.815	0.000	0.542
incoercible	0.667	-0.593	1.000
incognita	-0.333	-0.167	-0.148
incognito	0.220	-0.020	-0.108
incognizant	-0.333	-0.926	-0.619
incoherence	-0.667	0.630	-0.852
incoherency	-0.667	-0.889	-0.933
incoherent	-0.756	0.224	-0.500
incoherently	-0.667	0.667	-0.667
incohesion	-0.667	-0.625	-0.889
incombustibility	0.667	-1.000	0.381
incombustible	0.481	-0.875	0.762
income	0.500	0.020	0.456
income tax	-0.178	0.206	0.000
incoming	0.320	0.018	0.192
incommensurable	0.000	-0.667	-0.593
incommensurably	0.000	-0.667	0.000
incommensurate	-0.600	-0.083	-0.167
incommensurately	-0.042	-0.519	0.000
incommunicability	-0.667	-0.875	-0.926
incommunicable	-0.611	-0.667	-0.296
incommunicably	-0.667	-0.889	-0.444
incommunicado	-0.667	-0.667	-0.556
incommunicative	-0.667	-0.926	-0.792
incommunicativeness	-0.667	-1.000	-0.810
incommutability	-0.667	-0.958	-0.222
incomparability	0.667	-0.667	0.630
incomparable	0.250	0.154	0.340
incomparableness	0.963	-0.889	0.762
incomparably	0.875	-0.667	0.917
incompatibility	-0.667	-0.476	-0.519
incompatible	-0.608	0.000	-0.380
incompatibleness	-0.667	-0.667	-0.542
incompatibly	-0.667	-0.519	-0.593
incompetence	-0.846	0.102	-0.584
incompetency	-0.762	-0.667	-0.714
incompetent	-0.734	0.132	-0.522
incompetently	-1.000	-0.583	-0.952
incomplete	-0.694	-0.260	-0.590
incompletely	-0.312	-0.116	-0.536
incompleteness	-0.458	-0.098	-0.532
incompletion	-0.611	-0.593	-0.583
incompliance	-0.619	0.048	-0.905
incompliant	-0.667	0.542	-0.625
incomprehensibility	-0.619	-0.926	-0.917
incomprehensible	-0.500	0.100	-0.312
incomprehensibleness	-0.733	-0.630	-0.852
incomprehensibly	-0.667	-0.583	-0.810
incomprehension	-0.667	-0.583	-0.792
incomprehensive	-0.667	-0.667	-0.741
incomprehensively	-0.556	-0.667	-0.963
incomprehensiveness	-1.000	-0.778	-0.778
incompressibility	0.037	-1.000	0.583
incompressible	-0.042	-0.852	1.000
incomputable	-0.667	-0.833	-0.333
inconceivability	-0.381	-0.833	-0.625
inconceivable	-0.604	0.104	0.122
inconceivableness	-0.519	-0.889	-0.500
inconceivably	-0.037	0.000	0.259
inconclusive	-0.694	-0.116	-0.320
inconclusively	-0.500	-0.593	-0.667
inconclusiveness	-0.667	-0.556	-0.556
incondensable	0.000	-0.875	0.000
incongruence	-0.556	-0.667	-0.292
incongruent	-0.667	0.000	-0.292
incongruently	-0.143	0.042	-0.375
incongruity	-0.500	-0.542	-0.125
incongruous	-0.646	0.008	-0.314
incongruously	-0.519	0.000	-0.056
incongruousness	-0.619	0.000	-0.333
inconquerable	0.875	-0.704	1.000
inconsecutive	-0.524	-0.667	-0.417
inconsecutively	-0.333	-0.625	-0.476
inconsecutiveness	-0.524	-1.000	-0.708
inconsequence	-0.417	-0.833	-0.963
inconsequent	-0.667	-0.667	-0.619
inconsequential	-0.584	-0.040	-0.512
inconsequentiality	-0.667	-1.000	-0.810
inconsequentially	-0.333	-0.667	-0.667
inconsequently	-0.556	-0.593	-0.619
inconsiderable	-0.667	-0.667	-0.625
inconsiderably	-0.667	-0.875	-0.815
inconsiderate	-0.552	0.038	-0.154
inconsiderately	-0.667	0.667	-0.250
inconsiderateness	-1.000	-0.667	-0.267
inconsideration	-0.708	-0.667	-0.625
inconsistence	-0.667	-0.667	-0.667
inconsistency	-0.750	-0.040	-0.372
inconsistent	-0.458	-0.138	-0.410
inconsistently	-0.667	0.667	-0.619
inconsolability	-0.667	-0.750	-0.917
inconsolable	-1.000	-0.963	-0.917
inconsolableness	-1.000	-1.000	-0.875
inconsolably	-1.000	0.667	-0.952
inconspicuous	0.208	-0.465	-0.264
inconspicuously	-0.333	-1.000	-0.375
inconspicuousness	-0.083	-0.952	-0.708
inconstancy	-0.667	-0.542	-0.722
inconstant	-0.667	0.667	-0.667
inconstantly	-0.667	0.667	-0.571
inconsumable	-0.238	-1.000	0.286
incontestability	0.667	-1.000	0.958
incontestable	0.667	-0.583	0.963
incontestably	0.708	-0.714	0.905
incontinence	-0.700	0.196	-0.456
incontinency	-0.704	0.370	-0.667
incontinent	-0.714	0.667	-0.708
incontinently	-0.667	1.000	-0.667
incontrollable	-0.667	1.000	-0.905
incontrovertibility	0.667	-0.875	1.000
incontrovertible	0.958	-0.741	0.708
incontrovertibly	0.667	0.111	1.000
inconvenience	-0.874	0.334	-0.418
inconvenient	-0.552	0.220	-0.250
inconveniently	-0.667	-0.542	-0.625
inconvertibility	-0.667	-1.000	-0.583
inconvertible	-0.667	-0.667	-0.208
inconvertibly	-0.333	-0.810	-0.500
inconvincible	-0.667	-0.667	-0.125
incorporable	0.000	-0.667	0.074
incorporate	0.490	0.224	0.142
incorporated	0.542	-0.667	0.583
incorporation	0.146	-0.192	0.536
incorporative	0.667	0.143	0.444
incorporator	0.083	-0.417	0.611
incorporeal	-0.278	-0.926	-0.259
incorrect	-0.720	0.138	-0.490
incorrectly	-0.667	0.667	-0.625
incorrectness	-1.000	-0.667	-0.792
incorrigibility	-0.852	-0.571	0.625
incorrigible	-0.740	0.334	0.000
incorrigibleness	-0.667	-0.667	-0.583
incorrigibly	-0.667	-0.519	-0.593
incorrupt	1.000	-1.000	0.792
incorruptibility	0.958	-0.852	0.926
incorruptible	1.000	-0.833	0.926
incorruptibleness	0.278	-0.926	0.917
incorruptibly	1.000	-0.833	0.963
increasable	0.667	0.000	0.286
increase	0.620	0.314	0.772
increase in	0.234	0.232	0.572
increased	0.368	0.320	0.546
increaser	0.667	0.667	0.625
incredibility	-0.458	0.000	-0.296
incredible	0.714	0.592	0.804
incredibleness	1.000	0.037	0.571
incredibly	0.667	0.292	0.042
incredulity	-0.417	0.667	-0.458
incredulous	-0.428	0.020	-0.462
incredulously	-0.333	0.630	-0.238
incredulousness	-0.381	-0.296	-0.524
increment	0.368	0.274	0.500
incremental	0.333	0.611	0.500
incrementally	0.556	0.292	0.222
incriminate	-0.624	0.620	-0.168
incriminating	-0.734	0.576	0.000
incrimination	-0.696	0.730	0.090
incriminator	-0.667	0.593	0.926
incriminatory	-0.667	0.667	0.407
incubate	0.167	-0.556	0.296
incubation	-0.078	-0.020	-0.206
incubation period	-0.300	0.210	0.100
incubational	0.000	-0.593	-0.444
incubator	0.020	-0.130	-0.190
incubatory	0.000	-0.238	-0.429
incubus	-0.084	0.058	-0.036
inculpability	0.667	-0.571	0.667
inculpable	1.000	-0.667	0.417
inculpably	1.000	-0.667	0.222
incumbency	0.111	-0.630	0.833
incumbent	-0.208	0.080	0.130
incumbently	0.000	-0.500	0.519
incur	-0.376	0.334	-0.010
incurability	-0.958	-1.000	-0.833
incurable	-0.792	0.334	-0.490
incurableness	-0.667	-0.778	-0.889
incurably	-0.708	-0.630	-0.667
incuriously	-0.481	-1.000	-0.741
incurrence	-0.619	0.583	-0.292
incursion	0.104	0.660	0.438
incursive	-0.667	0.958	0.792
indebt	-0.583	-0.556	-0.625
indebted	-0.724	0.396	-0.450
indebtedness	-0.625	-0.583	-0.630
indecency	-0.730	0.340	-0.018
indecent	-0.834	0.366	-0.520
indecently	-0.667	0.667	-0.381
indecipherability	-0.667	-0.905	-0.375
indecipherable	-0.667	-0.667	-0.222
indecipherably	-0.667	-0.542	-0.500
indecision	-0.632	-0.040	-0.608
indecisive	-0.458	-0.160	-0.620
indecisively	-0.667	-0.542	-0.852
indecisiveness	-0.667	-0.667	-0.704
indeclinable	0.000	-0.667	-0.583
indeed	0.444	0.000	0.208
indefatigable	1.000	0.889	0.958
indefensibility	-0.750	-0.667	-0.778
indefensible	-0.654	0.294	-0.032
indefensibleness	-1.000	-0.722	-0.667
indefensibly	-0.926	-0.417	-0.750
indefinable	-0.333	-0.500	-0.292
indefinably	0.000	0.000	0.000
indefinite	-0.104	-0.416	-0.408
indefinitely	0.000	-0.762	-0.571
indefiniteness	-0.429	-0.667	-0.667
indelibility	0.611	-0.571	0.417
indelible	-0.020	-0.326	0.182
indelibly	0.667	-0.583	0.444
indelicacy	-0.667	-0.333	-0.542
indelicate	-0.667	-0.048	-0.429
indelicately	-0.667	-0.333	-0.458
indemnification	0.042	-0.020	0.540
indemnifier	0.667	-0.500	0.667
indemnify	-0.102	0.096	0.226
indemnity	-0.060	0.214	0.384
indemonstrable	-0.667	-0.875	-0.619
indent	-0.042	-0.308	-0.242
indentation	-0.252	0.000	-0.302
indention	0.000	-0.500	0.042
indenture	-0.132	-0.236	0.272
indentured	-0.667	-0.667	-0.708
independence	0.792	0.326	0.822
independence day	0.688	0.108	0.380
independency	0.667	0.481	0.762
independent	0.774	-0.120	0.744
independent school	0.518	-0.084	0.420
independently	0.333	0.095	0.963
indescribability	0.167	-0.958	-0.417
indescribable	-0.104	0.058	0.296
indescribably	0.083	-0.593	0.000
indestructibility	1.000	-0.524	0.952
indestructible	0.544	0.462	0.706
indestructibleness	1.000	-0.593	1.000
indestructibly	1.000	-1.000	0.926
indetectable	-0.375	-1.000	-0.292
indeterminable	-0.333	-0.667	-0.519
indeterminably	-0.095	-0.917	-0.292
indeterminacy	-0.458	-0.500	-0.667
indeterminate	-0.280	-0.196	-0.356
indeterminately	-0.042	-0.667	-0.619
indeterminateness	-0.556	-0.917	-0.810
indetermination	-0.476	-0.958	-0.926
indeterminism	0.000	0.375	-0.125
indeterminist	0.000	0.333	0.167
index	-0.104	-0.464	-0.316
index finger	0.244	0.068	-0.034
index fund	0.072	-0.016	0.000
indexer	0.000	0.571	0.476
indexless	-0.296	-0.500	-0.333
indians	0.037	-0.048	0.333
indicate	0.188	-0.300	0.352
indicated	0.000	0.250	0.148
indicating	0.490	-0.322	0.110
indication	0.438	-0.136	0.500
indicative	0.020	0.020	0.182
indicatively	0.000	-0.417	0.292
indicator	0.146	-0.098	0.340
indicatory	0.048	0.333	0.333
indice	-0.062	-0.246	0.082
indict	-0.624	0.462	-0.084
indictable	-0.926	0.778	0.792
indictment	-0.510	0.490	0.154
indictor	-0.074	0.370	0.381
indie	-0.042	-0.264	-0.140
indifference	-0.470	-0.166	-0.402
indifferent	-0.208	-0.686	-0.500
indifferently	-0.238	-0.750	-0.083
indigence	-0.708	-0.667	-0.952
indigenous	0.000	0.018	0.104
indigenously	0.000	-0.583	0.037
indigenousness	0.667	0.000	0.111
indigently	-0.708	-0.429	-0.571
indigested	-0.667	-0.667	-0.476
indigestibility	-0.667	-0.630	-0.944
indigestible	-0.667	-0.625	-1.000
indigestibly	-0.704	-0.625	-0.133
indigestion	-0.592	0.220	-0.636
indigestive	-0.667	-0.556	-0.333
indignant	-0.480	0.200	-0.154
indignantly	-0.667	0.667	0.500
indignation	-0.654	0.556	-0.138
indignity	-0.666	0.000	-0.388
indigo	0.028	-0.270	-0.054
indirect	-0.230	-0.196	-0.340
indirection	-0.333	0.000	-0.292
indirectly	0.000	-0.481	-0.148
indirectness	-0.333	-0.667	-0.619
indiscernible	-0.667	-0.542	-0.333
indiscernibly	-0.222	-0.708	-0.333
indiscoverable	-0.630	-1.000	-0.519
indiscreet	-0.646	0.174	-0.316
indiscreetly	-0.667	0.667	-0.476
indiscreetness	-0.667	0.625	-0.500
indiscrete	-0.600	0.571	-0.625
indiscretion	-0.470	0.274	-0.220
indiscriminate	-0.667	0.476	-0.583
indiscriminately	-0.630	0.667	-0.556
indiscrimination	-0.667	-0.667	-0.619
indiscriminative	-0.667	-0.593	-0.519
indispensability	0.833	-0.417	1.000
indispensable	0.420	-0.102	0.604
indispensableness	1.000	-0.667	1.000
indispensably	0.958	0.000	0.963
indispose	-0.667	-0.667	-0.667
indisposed	-0.756	0.038	-0.588
indisposition	-0.667	-0.667	-0.762
indisputability	0.750	-1.000	0.933
indisputable	0.667	0.000	0.958
indisputableness	0.704	-0.875	0.708
indisputably	0.600	-0.667	0.952
indistinct	-0.490	-0.320	-0.280
indistinctive	-0.333	-0.852	-0.333
indistinctively	-0.333	-0.583	-0.524
indistinctiveness	-0.667	-1.000	-1.000
indistinctly	-0.583	-0.833	-0.542
indistinctness	-0.667	-0.667	-0.704
indistinguishable	-0.308	-0.084	0.096
indistinguishableness	-0.167	-0.944	-0.333
indistinguishably	-0.375	-0.889	-0.852
indivertible	0.458	-0.667	0.833
individual	0.254	-0.346	0.066
individualism	0.630	0.083	0.704
individualist	0.571	0.095	0.917
individualistic	0.667	-0.583	0.762
individualistically	0.444	0.222	0.708
individuality	0.224	-0.062	0.054
individualization	0.533	0.444	0.667
individualize	0.625	0.333	0.556
individualizer	0.619	0.000	0.619
individually	0.000	0.056	0.185
indivisibility	0.000	-1.000	0.630
indivisible	0.292	-0.204	0.160
indivisibleness	0.286	-0.833	0.458
indivisibly	0.667	-0.583	0.278
indoctrinate	-0.667	0.593	0.630
indoctrination	-0.346	0.314	0.396
indoctrinator	-0.667	0.708	0.958
indolence	-0.667	-1.000	-0.917
indolent	-0.646	-0.238	-0.482
indolently	-0.500	-1.000	-0.667
indomitability	1.000	0.815	1.000
indomitable	-0.084	0.600	0.660
indomitably	0.958	0.875	1.000
indoor	0.230	-0.510	-0.306
indubitable	0.857	-0.296	0.889
indubitably	0.722	-0.667	0.708
induce	-0.486	0.212	0.368
induced	-0.206	-0.058	-0.018
inducement	0.294	0.530	0.370
inducer	0.095	0.667	0.704
inducible	0.000	0.259	0.222
induct	0.333	0.630	0.593
inductee	0.667	0.625	-0.208
induction	-0.216	0.186	0.254
inductive	0.542	-0.667	0.556
inductively	0.074	0.333	0.238
inductiveness	0.630	-0.667	0.519
inductivity	0.667	0.048	0.444
inductor	0.000	-0.667	0.286
indulge	0.666	0.432	0.338
indulge in	0.250	-0.016	-0.130
indulgence	-0.042	-0.020	0.034
indulgency	0.619	-0.500	-0.444
indulgent	0.120	-0.038	0.058
indulgently	0.625	-0.619	-0.444
indulger	0.333	0.519	-0.222
industrial	-0.062	0.200	0.750
industrial revolution	0.064	0.226	0.500
industrialism	0.125	0.667	0.704
industrialist	0.124	0.266	0.686
industrialization	0.238	0.667	0.958
industrialize	0.000	0.667	0.875
industrially	0.000	0.667	0.500
industrious	0.440	0.074	0.582
industriously	0.667	0.667	0.750
industriousness	0.722	0.667	1.000
industry	0.300	-0.106	0.672
inebriant	-0.389	0.810	-0.481
inebriate	-0.667	0.708	-0.630
inebriated	-0.667	0.667	-0.667
inebriation	-0.667	0.762	-0.619
inedibility	-1.000	-1.000	-0.857
inedible	-0.667	-1.000	-0.667
ineffability	-0.296	-1.000	-0.333
ineffable	0.102	0.154	0.170
ineffably	0.000	-0.667	0.111
ineffective	-0.814	-0.156	-0.906
ineffectively	-0.667	-0.667	-0.815
ineffectiveness	-0.667	-1.000	-0.944
ineffectual	-0.674	-0.176	-0.600
ineffectuality	-1.000	-0.889	-1.000
ineffectually	-0.667	-0.667	-0.905
ineffectualness	-0.833	-1.000	-0.852
inefficacious	-0.708	-0.917	-0.708
inefficacy	-0.958	-0.917	-0.917
inefficiency	-0.816	-0.068	-0.638
inefficient	-0.620	-0.080	-0.654
inefficiently	-0.778	-0.667	-0.667
inelastic	-0.208	-0.148	-0.230
inelasticity	-0.429	-0.926	-0.593
inelegance	-0.667	-0.750	-0.556
inelegant	-0.667	-0.524	-0.619
inelegantly	-0.667	-0.370	-0.500
ineligibility	-0.667	-1.000	-0.667
ineligible	-0.714	-0.246	-0.086
ineligibly	-0.667	-0.583	-0.741
ineloquence	-0.667	-0.741	-0.704
ineloquent	-0.667	-0.667	-0.704
ineloquently	-0.667	-0.667	-0.458
inept	-0.688	-0.164	-0.582
ineptitude	-0.646	-0.058	-0.500
ineptly	-0.815	-0.476	-0.714
ineptness	-0.926	-0.667	-0.905
inequality	-0.756	0.150	-0.482
inequitable	-0.438	0.038	-0.254
inequitably	-0.667	0.042	-0.481
inequity	-0.750	0.481	-0.407
ineradicable	0.556	-1.000	1.000
inert	-0.354	-0.640	-0.362
inertia	-0.312	-0.424	-0.356
inertial	0.000	-0.963	-0.458
inertly	-0.533	-1.000	-0.917
inertness	-0.667	-1.000	-0.905
inescapable	-0.667	-0.667	0.667
inescapably	-0.286	-0.556	-0.524
inessential	-0.500	-0.750	-0.524
inestimable	0.958	0.000	0.792
inestimably	0.963	-0.750	0.481
inevitability	-0.292	-0.667	0.571
inevitable	-0.368	-0.162	0.246
inevitableness	-0.208	-0.905	0.519
inevitably	-0.593	-0.667	0.500
inexact	-0.694	-0.082	-0.660
inexactitude	-0.667	-0.556	-0.667
inexactly	-0.370	-0.500	-0.593
inexactness	-0.667	-0.500	-0.667
inexcusability	-0.926	-0.926	-0.074
inexcusable	-0.458	0.164	0.092
inexcusably	-1.000	-0.667	-0.407
inexhaustibility	1.000	-0.593	0.750
inexhaustible	0.204	0.082	0.286
inexhaustibly	0.889	0.714	0.667
inexistence	-0.667	-1.000	-0.917
inexorability	-0.667	0.417	0.963
inexorable	-0.630	0.667	1.000
inexorableness	-0.611	-0.519	0.778
inexorably	-0.476	0.667	0.815
inexpediency	-0.810	-0.630	-0.481
inexpedient	-0.667	-0.667	-0.556
inexpediently	-0.667	-0.500	-0.571
inexpensive	0.388	-0.172	-0.480
inexpensively	0.593	-0.111	-0.533
inexpensiveness	0.667	0.000	-0.083
inexperience	-0.584	0.228	-0.777
inexperienced	-0.438	-0.054	-0.538
inexpertly	-0.667	-0.593	-0.905
inexplicability	-0.375	-0.333	-0.333
inexplicable	-0.552	0.270	-0.114
inexplicableness	-0.389	-0.958	-0.370
inexplicably	-0.250	0.208	-0.296
inexplicit	-0.333	-0.630	-0.375
inexplicitly	-0.333	-0.667	-0.619
inexplicitness	-0.375	-0.667	-0.667
inexpressibility	-0.667	-1.000	-0.524
inexpressible	-0.604	0.216	-0.272
inexpressibly	0.074	-0.815	-0.111
inexpressive	-0.417	-1.000	-0.375
inexpressively	-0.381	-0.944	-0.417
inexpressiveness	-0.667	-0.952	-0.519
inextensibility	-0.667	-0.926	0.625
inextensible	-0.667	-0.815	0.111
inextinguishable	0.625	0.167	0.958
inextinguishably	0.667	0.926	0.815
inextricability	-0.630	-0.625	0.185
inextricable	-0.333	-0.583	0.542
inextricableness	-0.389	-0.667	-0.444
inextricably	0.000	-0.667	0.296
infallibility	0.166	0.326	0.528
infallible	0.552	0.374	0.618
infallibleness	0.917	-0.571	1.000
infallibly	1.000	-1.000	1.000
infamous	-0.708	0.160	-0.056
infamously	-0.667	0.667	0.667
infamy	-0.646	0.352	-0.158
infancy	0.500	-0.202	-0.260
infant	0.604	-0.138	-0.344
infanthood	0.667	-0.667	-1.000
infanticide	-0.833	0.712	-0.114
infantile	0.208	-0.236	-0.482
infantilism	-0.667	0.556	-0.889
infantility	-0.667	-0.667	-0.875
infantilize	-0.667	0.074	-0.762
infantry	0.062	0.368	0.582
infantryman	0.095	0.667	0.667
infarct	-0.879	0.679	-0.354
infatuate	0.630	0.917	-0.619
infatuated	0.458	0.528	-0.166
infatuatedly	0.476	0.667	-0.556
infatuation	0.688	0.490	0.060
infeasibility	-1.000	-0.905	-0.815
infeasible	-0.510	-0.056	-0.528
infect	-0.796	0.554	-0.152
infection	-0.834	0.470	-0.186
infectious	-0.716	0.520	-0.156
infectious disease	-0.846	0.354	-0.310
infectiously	0.630	0.667	0.333
infectiousness	-0.708	0.667	0.259
infective	-0.667	0.667	-0.481
infectiveness	-0.750	0.556	-0.222
infector	-0.750	0.667	0.708
infer	-0.102	-0.020	-0.094
inferable	0.292	-0.556	0.481
inference	-0.282	-0.042	-0.204
inferential	-0.148	-0.098	-0.090
inferentially	0.048	-0.667	0.481
inferior	-0.480	-0.492	-0.894
inferior to	-0.344	0.000	-0.130
inferiority	-0.646	-0.140	-0.573
inferiority complex	-0.276	0.236	-0.354
infernal	-0.834	0.674	0.142
infernally	-1.000	0.917	-0.037
inferno	-0.898	0.714	-0.074
infertile	-0.452	-0.084	-0.490
