term	valence	arousal	dominance
ignobility	-0.944	-0.542	-0.852
ignoble	-1.000	-0.625	-0.583
ignominious	-0.714	-0.375	-0.815
ignominiously	-1.000	0.667	-0.667
ignorable	-0.333	-1.000	-0.810
ignoramus	-0.857	-0.556	-1.000
ignorance	-0.694	-0.166	-0.582
ignorant	-0.796	-0.078	-0.554
ignorantly	-0.667	-0.600	-0.542
ignore	-0.708	-0.440	-0.410
ignored	-0.667	-1.000	-0.667
ignorer	-0.667	0.381	0.370
iguana	0.042	-0.530	-0.418
ihatespiders	-0.489	0.222	-0.160
ilk	-0.124	-0.098	-0.090
ill	-0.854	-0.180	-0.600
illegal	-0.878	0.574	-0.326
illegality	-0.812	0.270	-0.146
illegalize	-0.630	0.667	0.778
illegally	-0.734	0.576	-0.196
illegibility	-0.667	-1.000	-0.704
illegible	-0.408	-0.020	-0.370
illegibly	-0.667	-0.500	-0.500
illegitimacy	-0.667	0.500	-0.467
illegitimate	-0.632	0.288	-0.396
illegitimately	-0.857	0.056	-0.333
illegitimatize	-1.000	0.476	0.667
illicit	-0.624	0.588	-0.220
illicitly	-0.667	0.667	-0.625
illicitness	-0.905	-0.593	-0.619
illiteracy	-0.667	-0.625	-0.815
illiterate	-0.760	-0.180	-0.698
illiterately	-0.714	-0.190	-0.917
illness	-0.804	0.434	-0.578
illogic	-0.833	0.048	-0.625
illogical	-0.584	0.260	-0.498
illogicality	-0.792	-0.625	-0.704
illogically	-0.667	0.000	-0.333
illuminable	0.667	0.333	-0.125
illuminant	0.556	0.042	0.542
illuminate	0.810	0.292	0.564
illuminated	1.000	0.111	0.458
illuminati	-0.333	0.619	1.000
illuminating	0.898	0.226	0.546
illumination	0.520	0.176	0.074
illuminative	0.778	0.222	0.583
illuminator	0.540	0.132	0.436
illuminist	0.667	0.593	0.500
illusion	0.124	-0.020	-0.226
illusionary	-0.333	-0.048	-0.333
illusionism	0.500	0.571	0.222
illusionist	0.444	0.708	0.630
illusionistic	0.286	0.111	-0.048
illusive	-0.333	0.259	-0.333
illusively	-0.333	-0.083	-0.250
illusiveness	-0.389	-0.667	-0.208
illusory	-0.333	0.000	-0.556
illustratable	0.667	-0.500	0.250
illustrate	0.500	-0.140	0.380
illustration	0.480	-0.118	0.280
illustrational	0.458	0.000	0.125
illustrative	0.542	-0.096	0.294
illustratively	0.417	-0.333	0.333
illustrator	0.542	0.519	0.583
illustrious	0.346	0.100	0.482
illustriously	0.958	-0.593	0.704
illustriousness	1.000	-0.407	0.741
ilovechristmas	0.770	0.180	0.050
iloveher	0.500	0.038	0.112
image	0.306	-0.518	-0.094
imageless	-0.333	-1.000	-0.381
imager	0.667	0.333	0.571
imagery	0.306	-0.346	-0.220
imaginable	0.226	0.058	0.192
imaginably	0.667	0.333	0.238
imaginary	0.120	-0.152	-0.380
imagination	0.604	-0.018	0.094
imaginative	0.560	0.082	0.186
imaginatively	0.708	0.500	0.208
imaginativeness	0.917	0.630	0.583
imagine	0.518	-0.040	0.174
imagined	0.312	-0.176	-0.164
imaginer	0.417	0.286	0.583
imaging	0.448	-0.212	-0.036
imagining	0.530	-0.084	0.090
imam	0.054	-0.326	0.078
imbalance	-0.770	0.076	-0.472
imbecile	-0.836	0.138	-0.480
imbecilic	-1.000	-0.381	-1.000
imbecility	-1.000	-0.667	-1.000
imbed	0.000	0.630	0.407
imbedded	-0.188	0.160	0.124
imbibe	0.583	0.583	0.125
imbiber	-0.190	0.593	-0.333
imbue	0.625	-0.500	0.556
imbursement	0.444	-0.333	0.292
imho	-0.200	-0.308	-0.130
imissyou	-0.040	0.216	-0.312
imitable	0.333	0.000	0.292
imitate	-0.062	0.122	-0.328
imitated	-0.334	-0.218	-0.116
imitation	-0.188	0.184	-0.314
imitative	0.333	0.238	-0.370
imitatively	0.000	0.533	-0.476
imitator	-0.333	0.667	-0.417
immaculate	0.396	-0.340	0.376
immaculately	1.000	-0.857	0.625
immaculateness	1.000	-1.000	0.593
immaterial	-0.408	-0.382	-0.410
immaterialism	-0.042	-1.000	0.000
immaterialist	0.000	0.000	0.333
immateriality	-0.042	-0.952	-0.519
immaterialize	0.000	-0.889	-0.905
immaterially	0.000	-0.926	-0.167
immature	-0.772	0.000	-0.600
immaturely	-0.667	0.333	-0.852
immaturity	-0.708	0.134	-0.558
immeasurability	-0.333	-1.000	-0.333
immeasurable	0.020	0.078	0.424
immeasurableness	0.000	-0.852	0.148
immeasurably	0.020	0.280	0.360
immediacy	0.270	0.260	0.254
immediate	0.312	0.096	0.432
immediately	0.104	0.560	0.414
immediateness	0.519	0.667	0.667
immemorial	-0.346	-0.062	-0.092
immense	0.510	0.500	0.622
immensely	0.630	0.111	0.476
immenseness	0.667	-0.630	0.704
immensity	0.583	-0.741	0.852
immergence	0.048	0.619	0.292
immerse	0.020	0.154	0.018
immersion	0.020	0.112	0.128
immersionist	0.000	0.708	0.167
immersive	0.667	0.667	0.476
immigrant	-0.286	0.326	0.018
immigrate	0.000	0.667	0.000
immigration	-0.220	0.334	-0.092
imminence	-0.556	0.667	0.500
imminent	-0.020	0.568	0.286
imminently	0.000	0.625	0.444
immobile	-0.550	-0.566	-0.404
immobility	-0.619	-1.000	-0.852
immobilization	-0.667	-0.750	-0.889
immobilize	-0.667	-0.952	0.708
immobilizer	-0.667	-0.917	0.500
immoderate	-0.667	0.667	0.333
immoderately	-0.667	0.926	0.296
immoderation	-0.667	0.667	-0.375
immodest	-0.667	0.619	0.667
immodestly	-0.611	0.222	-0.259
immodesty	-0.619	0.667	0.583
immolate	-1.000	0.778	0.792
immolation	-0.917	0.944	-0.704
immoral	-0.714	0.244	-0.230
immoralist	-0.905	-0.556	0.708
immorality	-0.624	0.378	-0.370
immorally	-0.952	0.571	-0.667
immortal	0.624	0.500	0.590
immortality	0.376	0.270	0.722
immortalization	0.952	0.667	0.667
immortalize	1.000	0.708	0.810
immortalizer	0.952	0.556	0.958
immortally	1.000	-1.000	0.810
immovability	0.333	-1.000	0.917
immovable	-0.040	-0.380	0.142
immovably	0.000	-1.000	0.926
immune	0.258	-0.056	0.560
immunity	0.266	-0.368	0.572
immunization	0.334	0.020	0.466
immunize	1.000	0.667	0.833
immunochemistry	0.583	-0.417	0.571
immunodeficiency	-0.708	-0.667	-0.857
immunogenic	0.889	0.625	0.444
immunoglobulin	0.500	-0.500	0.292
immunologic	0.619	-0.444	0.556
immunological	0.667	-0.593	0.519
immunologically	0.667	-0.667	0.524
immunologist	0.708	0.667	0.714
immunology	0.667	0.000	0.667
immunosuppressant	-0.667	-0.667	-0.519
immunosuppression	-0.667	-0.815	-0.963
immunosuppressive	-0.667	-0.667	-0.583
immunotherapy	0.889	0.593	0.593
immutability	0.542	-1.000	0.708
immutable	-0.146	-0.138	0.142
immutably	0.667	-0.963	0.593
imp	-0.300	-0.104	-0.160
impact	-0.062	0.768	0.552
impactful	0.234	0.238	0.096
impaction	-0.667	0.667	-0.333
impair	-0.694	0.000	-0.280
impaired	-0.740	-0.082	-0.462
impairer	-0.667	0.630	0.583
impairment	-0.660	0.142	-0.560
impala	0.333	0.667	0.143
impale	-0.963	1.000	0.875
impalement	-1.000	0.952	-0.167
impalpability	-0.625	-0.875	-0.619
impalpable	-0.333	-1.000	-0.370
impalpably	0.000	-0.963	-0.222
imparity	-0.593	-0.667	-0.333
impart	0.042	-0.118	0.388
imparter	0.667	0.630	0.500
impartial	0.062	-0.188	0.370
impartiality	0.244	-0.212	0.232
impartially	0.667	0.000	0.667
impartialness	0.667	-0.810	0.375
impartibility	-0.042	-0.667	0.571
impassability	-0.667	-0.875	-0.667
impassable	-0.316	-0.084	0.106
impassably	-0.667	-0.833	-0.778
impasse	-0.667	-0.667	-0.667
impassibility	-0.630	-1.000	-0.481
impassible	-0.389	-1.000	-0.267
impassion	0.667	0.667	0.611
impassionate	-0.125	0.926	0.292
impassioned	0.480	0.560	0.604
impassive	-0.333	-1.000	-0.571
impassively	-0.200	-1.000	-0.167
impassiveness	-0.333	-1.000	0.167
impassivity	-0.333	-1.000	0.407
impatience	-0.444	0.560	-0.178
impatient	-0.500	0.416	-0.142
impatiently	-0.612	0.500	0.078
impeach	-0.584	0.552	0.328
impeachability	-0.524	0.667	-0.296
impeachable	-0.667	0.667	0.741
impeacher	-0.667	0.625	0.778
impeachment	-0.674	0.470	0.388
impeccability	1.000	-0.667	0.667
impeccable	0.666	-0.260	0.648
impeccably	1.000	-0.571	0.889
impedance	-0.292	0.000	0.381
impede	-0.458	0.020	0.208
impeder	-0.667	0.667	0.333
impediment	-0.674	0.200	-0.182
impedimental	-0.667	-0.667	-0.619
impedimentary	-0.667	-0.667	-0.593
impel	0.000	1.000	0.750
impelled	0.208	0.482	0.380
impend	-0.556	0.667	0.286
impending	-0.040	0.470	0.504
impenetrability	-0.571	-1.000	0.667
impenetrable	0.062	0.154	0.678
impenetrableness	-0.630	-1.000	0.875
impenetrably	-0.667	-0.667	0.815
impenetrate	-0.333	0.095	0.708
imperative	0.250	0.294	0.416
imperatively	0.000	0.714	0.889
imperativeness	-0.111	0.667	0.889
imperceptibility	-0.429	-0.944	-0.381
imperceptible	-0.244	-0.020	0.096
imperceptibleness	-0.375	-0.944	-0.815
imperceptibly	-0.042	-1.000	-0.958
imperceptive	-0.667	-0.667	-0.952
imperceptiveness	-0.667	-1.000	-0.875
imperceptivity	-0.370	-0.958	-0.762
imperfect	-0.654	0.054	-0.596
imperfection	-0.620	0.134	-0.358
imperfectly	-0.406	-0.038	-0.340
imperfectness	-0.625	-0.500	-0.667
imperial	0.338	0.292	0.844
imperialism	-0.667	0.630	1.000
imperialist	-0.432	0.572	0.666
imperialistic	-0.667	0.630	1.000
imperialistically	-0.667	0.667	0.875
imperialize	-0.667	0.667	0.857
imperially	0.556	0.067	0.875
imperil	-0.958	0.667	-0.630
imperilment	-0.958	0.667	-0.630
imperious	-0.667	0.792	0.963
imperiously	-0.667	0.667	1.000
imperiousness	-0.667	-0.370	1.000
imperishability	0.667	-0.917	0.619
imperishable	1.000	-0.958	1.000
imperishably	0.917	-1.000	0.667
imperium	0.667	0.667	0.926
impermanence	-0.400	-1.000	-0.625
impermanency	-0.519	0.625	-0.417
impermanent	-0.381	-0.926	-0.458
impermeability	0.000	-1.000	0.708
impermeable	0.020	-0.384	0.116
impermeably	-0.630	-0.952	0.875
impermissible	-0.624	-0.072	-0.296
impersonal	-0.368	-0.288	-0.056
impersonality	-0.476	-0.963	-0.333
impersonalize	-0.611	-0.556	0.500
impersonally	-0.375	-0.667	-0.250
impersonate	0.020	0.264	0.182
impersonation	-0.250	0.236	0.056
impersonator	-0.062	0.172	-0.188
impertinence	-0.660	0.306	-0.160
impertinency	-0.667	0.667	-0.407
impertinent	-0.562	0.652	-0.254
impertinently	-0.667	0.667	-0.185
imperturbability	0.852	-1.000	0.958
imperturbable	1.000	-1.000	0.917
imperturbably	0.476	-0.963	0.792
impervious	0.164	-0.184	0.072
imperviously	-0.375	-0.852	0.704
imperviousness	-0.333	-0.583	0.667
impetuosity	-0.667	0.810	0.533
impetuous	0.204	0.628	0.424
impetuously	0.000	0.917	-0.042
impetuousness	-0.583	0.917	-0.250
impetus	0.042	0.480	0.270
impiety	-0.889	0.625	-0.375
impinge	-0.667	0.714	0.630
impingement	-0.667	0.500	-0.481
impiously	-1.000	0.556	-0.444
impish	0.333	0.667	-0.167
impishly	0.458	0.556	-0.190
impishness	0.333	0.667	-0.333
implacability	-0.667	-0.630	0.833
implacable	0.138	0.326	0.660
implacableness	-0.810	0.370	1.000
implacably	-0.905	-0.519	0.667
implant	-0.142	0.020	0.176
implantable	0.667	-0.333	0.476
implantation	-0.208	0.208	0.482
implanted	-0.306	0.000	0.358
implanter	-0.048	0.571	0.630
implausibility	-0.667	-0.519	-0.481
implausible	-0.667	0.048	-0.542
implausibly	-0.667	-0.593	-0.370
implement	0.440	0.146	0.584
implemental	0.042	0.667	0.417
implementation	0.334	0.178	0.344
implementer	0.625	0.667	0.611
implicate	-0.500	0.340	-0.132
implicated	-0.292	0.346	-0.124
implication	-0.326	0.056	0.380
implicational	0.000	-0.519	0.148
implicative	0.000	0.296	0.333
implicatively	0.000	0.000	0.296
implicit	0.000	-0.667	0.167
implicitly	0.083	-0.625	-0.333
implicitness	0.000	-0.593	-0.296
implied	-0.346	0.060	-0.038
implies	0.000	0.417	0.250
implode	-0.762	1.000	0.370
implore	-0.208	0.300	-0.246
implorer	-0.333	0.667	-0.958
implosion	-0.176	0.448	0.094
implosive	-0.444	0.667	-0.333
implosively	-0.208	1.000	0.000
imply	0.042	0.340	0.066
impolite	-0.666	0.180	-0.436
impolitely	-0.733	-0.556	-0.542
impoliteness	-1.000	0.625	-0.500
imponderability	-0.286	-0.926	-0.375
imponderable	0.000	-0.667	-0.292
imponderably	0.000	-0.667	-0.333
import	0.230	-0.040	0.246
importability	0.333	-0.667	0.292
importable	0.667	-0.667	0.185
importance	0.500	0.160	0.728
important	0.654	0.260	0.672
importantly	0.667	0.000	0.667
importation	0.250	0.000	0.466
importer	0.111	0.619	0.667
impose	0.006	0.442	0.490
imposed	-0.625	0.667	0.370
imposer	-0.667	0.778	0.917
imposing	-0.216	0.462	0.672
imposition	-0.286	0.208	0.236
impossibility	-0.660	0.250	-0.388
impossible	-0.694	0.020	-0.186
impossibly	-0.429	0.000	-0.238
imposter	-0.548	0.096	-0.242
impostor	-0.730	0.408	-0.116
imposture	-0.815	0.667	-0.417
impotence	-0.604	0.378	-0.552
impotency	-0.667	-0.667	-1.000
impotent	-0.708	0.174	-0.334
impotently	-0.667	-0.667	-0.905
impound	-0.540	0.174	0.166
impounder	-0.533	0.667	0.875
impoundment	-0.400	-0.667	0.630
impoverish	-1.000	-0.444	-0.667
impoverished	-0.750	-0.378	-0.594
impoverishment	-1.000	-0.667	-1.000
impracticability	-0.714	-0.917	-0.778
impracticable	-0.204	0.098	-0.238
impracticably	-0.667	-0.667	-0.667
impractical	-0.680	-0.254	-0.418
impracticality	-0.667	-0.556	-0.667
imprecise	-0.667	-0.417	-0.583
imprecisely	-0.600	-0.542	-0.571
imprecision	-0.667	-0.593	-0.556
impregnability	0.667	-0.667	1.000
impregnable	-0.244	0.098	0.334
impregnably	0.611	-0.792	0.857
impregnate	0.020	0.442	0.310
impregnation	0.042	0.667	0.481
impregnator	-0.292	0.667	0.833
impresario	0.667	0.667	0.889
impress	0.632	0.488	0.790
impressed	0.612	0.540	-0.142
impressibility	0.500	-0.667	-0.630
impressible	0.429	-0.333	-0.792
impression	0.368	0.114	0.154
impressionability	0.000	-0.185	-0.667
impressionable	0.654	0.440	0.290
impressionably	0.000	-0.250	-0.542
impressionism	0.667	0.143	0.481
impressionist	0.714	0.037	0.375
impressionistic	0.476	0.333	0.296
impressionistically	0.250	0.125	0.167
impressive	0.562	0.660	0.746
impressively	0.833	0.600	0.583
impressiveness	0.905	0.048	0.708
imprint	0.230	0.148	0.370
imprinter	-0.048	0.667	0.259
imprison	-0.776	0.658	0.090
imprisoned	-0.936	0.434	-0.396
imprisonment	-0.734	0.260	-0.058
improbability	-0.667	-0.778	-0.296
improbable	-0.806	-0.176	-0.122
improbably	-0.083	0.000	-0.500
impromptu	0.082	0.458	-0.170
improper	-0.438	0.040	-0.482
improperly	-0.667	-0.444	-0.458
improperness	-0.926	-0.481	-0.444
impropriety	-0.742	0.182	-0.222
improvability	0.958	0.333	0.583
improvable	0.667	0.095	0.333
improve	0.666	0.056	0.630
improved	0.838	-0.040	0.358
improvement	0.572	0.000	0.222
improver	0.625	0.667	0.519
improves	0.858	0.250	0.454
improvidence	-0.667	-0.667	-0.667
improving	0.822	0.020	0.364
improvisation	0.262	0.624	0.058
improvisational	0.667	0.667	0.407
improvisatory	0.611	0.625	0.542
improvise	0.292	0.300	0.038
improvised	0.220	0.346	-0.114
improviser	0.704	0.667	0.667
imprudence	-0.762	0.667	-0.625
imprudent	-0.660	0.352	-0.470
imprudently	-0.667	0.542	-0.667
impudence	-0.572	0.000	-0.056
impudent	-0.396	0.208	-0.076
impudently	-0.708	0.667	-0.167
impugnation	-0.667	0.667	0.667
impulse	0.060	0.680	0.222
impulsion	0.481	0.958	0.857
impulsive	-0.270	0.728	0.214
impulsively	-0.167	1.000	-0.458
impulsiveness	-0.667	1.000	-0.533
impulsivity	-0.611	0.667	-0.583
impunity	-0.374	0.442	0.204
impure	-0.480	0.120	-0.584
impurely	-0.667	0.000	-0.542
impureness	-0.667	-0.296	-0.704
impurity	-0.654	0.092	-0.388
imputable	-0.500	0.667	0.458
imputation	-0.334	0.308	0.242
imputative	-0.333	0.583	0.370
impute	-0.519	0.476	0.333
imtryingtosleep	-0.124	-0.274	-0.230
inability	-0.700	0.058	-0.500
inaccessibility	-0.667	-0.952	-0.250
inaccessible	-0.834	0.170	-0.108
inaccessibleness	-0.667	-1.000	0.200
inaccessibly	-0.667	-0.963	-0.417
inaccuracy	-0.750	-0.593	-0.667
inaccurate	-0.730	-0.100	-0.500
inaccurately	-0.667	-0.667	-0.583
inaccurateness	-0.905	-0.481	-0.625
inaction	-0.354	-0.550	-0.350
inactivate	-0.510	-0.520	-0.170
inactivation	-0.604	-0.480	-0.560
inactive	-0.458	-0.830	-0.682
inactively	-0.458	-1.000	-0.857
inactiveness	-0.667	-0.963	-0.800
inactivity	-0.730	-0.714	-0.546
inadaptability	-0.667	-0.667	-0.889
inadaptable	-0.667	-0.611	-0.857
inadequacy	-0.428	0.000	-0.406
inadequate	-0.756	-0.100	-0.554
inadequately	-0.667	-0.267	-0.667
inadequateness	-0.520	0.058	-0.368
inadmissibility	-0.667	-1.000	-0.481
inadmissible	-0.624	0.272	-0.222
inadmissibly	-0.875	-0.583	-0.867
inadvertence	-0.600	-0.667	-0.667
inadvertency	-0.630	-0.926	-0.583
inadvertent	-0.270	-0.264	-0.428
inadvertently	-0.396	0.082	0.098
inadvisability	-0.714	-0.667	-0.556
inadvisable	-0.667	-0.625	-0.571
inaffable	-0.224	0.036	-0.090
inalienability	0.704	-0.625	0.792
inalienable	-0.126	-0.082	0.216
inalienably	0.619	-0.708	0.833
inalterability	-0.083	-0.963	0.875
inalterable	0.000	-1.000	0.778
inalterably	0.000	-1.000	0.556
inane	-0.458	-0.300	-0.464
inanely	-0.667	-0.556	-0.750
inanimate	-0.438	-0.714	-0.552
inanimately	-0.208	-1.000	-0.625
inanimateness	-0.524	-1.000	-0.958
inanity	-0.833	-0.714	-0.714
inapplicability	-0.667	-0.857	-0.704
inapplicable	-0.438	-0.196	-0.340
inapplicably	-0.458	-1.000	-0.444
inappreciable	-0.667	-1.000	-0.917
inappreciably	-0.593	-0.958	-0.375
inappreciative	-0.952	-0.533	-0.333
inapprehensible	-0.667	-0.704	-0.778
inapprehensive	0.500	-0.952	-0.222
inapproachability	-0.667	-0.792	0.750
inapproachable	-0.667	-0.917	0.667
inappropriate	-0.730	0.084	-0.294
inappropriately	-0.708	0.042	-0.583
inappropriateness	-1.000	-0.667	-0.556
inaptitude	-0.714	-0.667	-0.917
inaptly	-0.667	-0.625	-0.667
inarguable	0.722	-0.667	1.000
inarguably	0.000	-0.667	0.852
inarticulate	-0.667	-0.630	-0.857
inarticulately	-0.667	-0.630	-0.708
inarticulateness	-0.667	-0.810	-0.750
inartistic	-0.667	-0.667	-0.259
inartistically	-0.667	-0.500	-0.571
inattention	-0.584	-0.134	-0.624
inattentive	-0.667	-1.000	-0.926
inattentively	-0.667	-0.926	-0.741
inattentiveness	-0.667	-0.917	-0.762
inaudibility	-0.667	-1.000	-0.792
inaudible	-0.440	-0.204	-0.284
inaudibly	-0.333	-0.963	-0.833
inaugural	0.368	0.134	0.216
inaugurate	0.562	0.164	0.600
inauguration	0.694	0.424	0.538
inaugurator	0.630	0.667	0.952
inauspicious	-1.000	-0.667	-0.593
inauspiciously	-0.944	-0.667	-0.704
inauspiciousness	-1.000	-0.625	-0.963
inauthentic	-0.667	-0.259	-0.593
inboard	0.000	0.000	0.167
inborn	0.180	-0.424	0.092
inbound	0.062	-0.224	0.076
inbox	0.186	-0.228	0.162
inbred	-0.206	0.040	-0.054
inbreed	-0.667	-0.667	-0.381
inbuilt	0.000	-0.667	0.067
incalculability	-0.190	-0.519	-0.083
incalculable	-0.102	0.240	0.358
incalculably	0.185	-0.481	0.074
incandesce	0.958	1.000	0.476
incandescence	0.810	0.667	0.185
incandescent	-0.292	0.224	0.242
incandescently	1.000	0.792	0.444
incantation	-0.122	0.264	0.096
incapability	-0.963	-0.952	-0.963
incapable	-0.688	0.058	-0.690
incapably	-0.762	-1.000	-0.905
incapacitate	-0.905	-0.958	-0.852
incapacitation	-0.704	-0.926	-0.750
incapacity	-0.896	0.000	-0.566
incarcerate	-0.815	0.185	0.875
incarcerated	-0.667	0.167	-0.714
incarceration	-0.800	0.600	-0.206
incarcerator	-0.667	0.704	0.926
incarnate	0.104	0.302	0.186
incarnation	0.048	-0.185	0.333
incase	0.160	-0.471	-0.270
incendiary	-0.438	0.620	0.196
incense	0.396	-0.450	-0.344
incensed	-0.324	0.286	-0.216
incensory	0.000	0.333	0.148
incentive	0.624	0.236	0.436
incept	0.000	0.333	0.333
inception	0.208	-0.150	0.122
inceptive	0.000	0.556	0.333
inceptively	0.042	0.333	0.037
inceptor	0.143	0.625	0.667
incessancy	-0.625	1.000	0.593
incessant	-0.124	0.520	0.088
incessantly	-0.166	0.530	0.212
incessantness	-0.667	0.630	-0.296
incest	-0.854	0.706	-0.018
incestuous	-0.624	0.472	-0.116
incestuously	-1.000	0.625	-0.417
inch	-0.038	-0.346	-0.400
inchworm	0.000	-0.417	-0.905
incidence	-0.166	0.054	-0.142
incident	-0.832	0.324	-0.036
incidental	-0.438	0.220	-0.192
incidentally	-0.042	0.000	0.000
incinerate	-0.852	1.000	0.963
incineration	-0.542	0.574	-0.060
incinerator	-0.500	0.286	0.182
incipient	-0.116	-0.236	-0.140
incipiently	0.000	0.250	-0.208
incise	0.074	0.667	0.500
incision	-0.520	0.326	0.116
incisive	-0.240	0.204	0.090
incisively	0.571	0.714	0.857
incisiveness	0.667	0.667	0.905
incisor	0.000	0.000	0.278
incisory	0.000	0.667	0.481
incitation	-0.667	0.963	0.458
incite	-0.102	0.472	0.284
incitement	-0.396	0.886	0.196
inciter	-0.583	1.000	0.952
incivility	-0.833	-0.667	-0.259
inclemency	-0.667	-0.667	-0.583
inclement	-0.480	0.352	0.232
inclemently	-0.667	-0.286	-0.333
inclinable	0.542	-0.500	-0.292
inclination	-0.244	-0.020	0.076
inclinator	0.000	0.667	0.056
incline	-0.020	-0.154	-0.310
inclined	-0.062	-0.306	-0.196
incliner	0.593	-0.148	0.333
include	0.458	-0.102	0.404
included	0.520	-0.196	0.140
including	0.400	-0.244	0.036
inclusion	0.548	-0.192	0.424
inclusive	0.208	-0.160	0.128
inclusively	0.958	-0.667	0.333
inclusiveness	0.815	0.000	0.542
incoercible	0.667	-0.593	1.000
incognita	-0.333	-0.167	-0.148
incognito	0.220	-0.020	-0.108
incognizant	-0.333	-0.926	-0.619
incoherence	-0.667	0.630	-0.852
incoherency	-0.667	-0.889	-0.933
incoherent	-0.756	0.224	-0.500
incoherently	-0.667	0.667	-0.667
incohesion	-0.667	-0.625	-0.889
incombustibility	0.667	-1.000	0.381
incombustible	0.481	-0.875	0.762
income	0.500	0.020	0.456
incoming	0.320	0.018	0.192
incommensurable	0.000	-0.667	-0.593
incommensurably	0.000	-0.667	0.000
incommensurate	-0.600	-0.083	-0.167
incommensurately	-0.042	-0.519	0.000
incommunicability	-0.667	-0.875	-0.926
incommunicable	-0.611	-0.667	-0.296
incommunicably	-0.667	-0.889	-0.444
incommunicado	-0.667	-0.667	-0.556
incommunicative	-0.667	-0.926	-0.792
incommunicativeness	-0.667	-1.000	-0.810
incommutability	-0.667	-0.958	-0.222
incomparability	0.667	-0.667	0.630
incomparable	0.250	0.154	0.340
incomparableness	0.963	-0.889	0.762
incomparably	0.875	-0.667	0.917
incompatibility	-0.667	-0.476	-0.519
incompatible	-0.608	0.000	-0.380
incompatibleness	-0.667	-0.667	-0.542
incompatibly	-0.667	-0.519	-0.593
incompetence	-0.846	0.102	-0.584
incompetency	-0.762	-0.667	-0.714
incompetent	-0.734	0.132	-0.522
incompetently	-1.000	-0.583	-0.952
incomplete	-0.694	-0.260	-0.590
incompletely	-0.312	-0.116	-0.536
incompleteness	-0.458	-0.098	-0.532
incompletion	-0.611	-0.593	-0.583
incompliance	-0.619	0.048	-0.905
incompliant	-0.667	0.542	-0.625
incomprehensibility	-0.619	-0.926	-0.917
incomprehensible	-0.500	0.100	-0.312
incomprehensibleness	-0.733	-0.630	-0.852
incomprehensibly	-0.667	-0.583	-0.810
incomprehension	-0.667	-0.583	-0.792
incomprehensive	-0.667	-0.667	-0.741
incomprehensively	-0.556	-0.667	-0.963
incomprehensiveness	-1.000	-0.778	-0.778
incompressibility	0.037	-1.000	0.583
incompressible	-0.042	-0.852	1.000
incomputable	-0.667	-0.833	-0.333
inconceivability	-0.381	-0.833	-0.625
inconceivable	-0.604	0.104	0.122
inconceivableness	-0.519	-0.889	-0.500
inconceivably	-0.037	0.000	0.259
inconclusive	-0.694	-0.116	-0.320
inconclusively	-0.500	-0.593	-0.667
inconclusiveness	-0.667	-0.556	-0.556
incondensable	0.000	-0.875	0.000
incongruence	-0.556	-0.667	-0.292
incongruent	-0.667	0.000	-0.292
incongruently	-0.143	0.042	-0.375
incongruity	-0.500	-0.542	-0.125
incongruous	-0.646	0.008	-0.314
incongruously	-0.519	0.000	-0.056
incongruousness	-0.619	0.000	-0.333
inconquerable	0.875	-0.704	1.000
inconsecutive	-0.524	-0.667	-0.417
inconsecutively	-0.333	-0.625	-0.476
inconsecutiveness	-0.524	-1.000	-0.708
inconsequence	-0.417	-0.833	-0.963
inconsequent	-0.667	-0.667	-0.619
inconsequential	-0.584	-0.040	-0.512
inconsequentiality	-0.667	-1.000	-0.810
inconsequentially	-0.333	-0.667	-0.667
inconsequently	-0.556	-0.593	-0.619
inconsiderable	-0.667	-0.667	-0.625
inconsiderably	-0.667	-0.875	-0.815
inconsiderate	-0.552	0.038	-0.154
inconsiderately	-0.667	0.667	-0.250
inconsiderateness	-1.000	-0.667	-0.267
inconsideration	-0.708	-0.667	-0.625
inconsistence	-0.667	-0.667	-0.667
inconsistency	-0.750	-0.040	-0.372
inconsistent	-0.458	-0.138	-0.410
inconsistently	-0.667	0.667	-0.619
inconsolability	-0.667	-0.750	-0.917
inconsolable	-1.000	-0.963	-0.917
inconsolableness	-1.000	-1.000	-0.875
inconsolably	-1.000	0.667	-0.952
inconspicuous	0.208	-0.465	-0.264
inconspicuously	-0.333	-1.000	-0.375
inconspicuousness	-0.083	-0.952	-0.708
inconstancy	-0.667	-0.542	-0.722
inconstant	-0.667	0.667	-0.667
inconstantly	-0.667	0.667	-0.571
inconsumable	-0.238	-1.000	0.286
incontestability	0.667	-1.000	0.958
incontestable	0.667	-0.583	0.963
incontestably	0.708	-0.714	0.905
incontinence	-0.700	0.196	-0.456
incontinency	-0.704	0.370	-0.667
incontinent	-0.714	0.667	-0.708
incontinently	-0.667	1.000	-0.667
incontrollable	-0.667	1.000	-0.905
incontrovertibility	0.667	-0.875	1.000
incontrovertible	0.958	-0.741	0.708
incontrovertibly	0.667	0.111	1.000
inconvenience	-0.874	0.334	-0.418
inconvenient	-0.552	0.220	-0.250
inconveniently	-0.667	-0.542	-0.625
inconvertibility	-0.667	-1.000	-0.583
inconvertible	-0.667	-0.667	-0.208
inconvertibly	-0.333	-0.810	-0.500
inconvincible	-0.667	-0.667	-0.125
incorporable	0.000	-0.667	0.074
incorporate	0.490	0.224	0.142
incorporated	0.542	-0.667	0.583
incorporation	0.146	-0.192	0.536
incorporative	0.667	0.143	0.444
